frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq07_02/frame-000400 0.075 0.816 0.175 112.642 292.034 4.006 72.8789
seq07_02/frame-000410 0.064 0.855 0.162 103.167 149.618 3.66 87.1909
seq07_02/frame-000420 0.06 0.875 0.136 87.317 233.074 3.966 124.948
seq07_02/frame-000430 0.094 0.811 0.075 68.828 269.132 4.152 102.544
seq07_02/frame-000440 0.16 0.753 0.071 50.822 1756.095 3.808 83.0012
seq07_02/frame-000450 0.208 0.751 0.074 49.587 2298.665 3.197 134.102
seq07_02/frame-000460 0.287 0.72 0.077 62.751 1776.969 1.919 125.929
seq07_02/frame-000470 0.383 0.645 0.072 65.187 4874.938 1.398 125.278
seq07_02/frame-000480 0.339 0.667 0.078 64.27 6944.42 1.553 112.564
seq07_02/frame-000490 0.162 0.794 0.075 51.68 1393.909 2.021 98.9749
seq07_02/frame-000500 0.103 0.837 0.061 46.078 304.884 2.461 248.604
seq07_02/frame-000510 0.081 0.853 0.069 67.481 272.407 2.729 247.628
seq07_02/frame-000520 0.051 0.894 0.095 83.092 355.41 2.945 213.458
seq07_02/frame-000530 0.052 0.898 0.157 101.285 178.386 2.74 195.69
seq07_02/frame-000540 0.062 0.851 0.169 106.661 141.471 2.561 142.767
seq07_02/frame-000550 0.085 0.798 0.17 92.543 140.18 3.544 73.8908
seq07_02/frame-000560 0.085 0.753 0.142 73.592 100.916 3.371 69.1336
seq07_02/frame-000570 0.094 0.703 0.133 70.074 243.382 2.997 211.662
seq07_02/frame-000580 0.1 0.738 0.141 72.401 237.115 2.512 245.484
seq07_02/frame-000590 0.116 0.736 0.159 76.894 204.607 2.224 266.504
seq07_02/frame-000600 0.117 0.706 0.169 83.216 73.007 2.149 227.923
seq07_02/frame-000610 0.079 0.77 0.1 62.933 93.818 2.089 94.4368
seq07_02/frame-000620 0.095 0.77 0.124 80.245 151.94 2.107 114.831
seq07_02/frame-000630 0.093 0.779 0.126 80.376 280.947 1.593 132.456
seq07_02/frame-000640 0.078 0.824 0.101 81.61 189.87 1.673 133.857
seq07_02/frame-000650 0.094 0.838 0.127 98.828 100.003 2.467 183.1
seq07_02/frame-000660 0.113 0.844 0.162 112.862 294.385 2.537 220.875
seq07_02/frame-000670 0.122 0.835 0.176 123.276 969.462 2.794 234.798
seq07_02/frame-000680 0.116 0.834 0.159 114.768 361.48 2.831 238.933
seq07_02/frame-000690 0.098 0.855 0.102 70.199 103.114 2.374 269.267
seq07_02/frame-000700 0.107 0.851 0.088 63.352 346.825 1.697 248.668
seq07_02/frame-000710 0.113 0.844 0.089 65.777 288.204 1.842 226.212
seq07_02/frame-000720 0.119 0.84 0.097 70.707 301.32 2.145 179.886
seq07_02/frame-000730 0.115 0.847 0.098 75.422 276.851 2.486 161.017
seq07_02/frame-000740 0.112 0.852 0.131 91.83 204.065 2.515 127.156
seq07_02/frame-000750 0.106 0.863 0.146 97.857 156.356 2.447 101.742
seq07_02/frame-000760 0.115 0.861 0.143 89.103 99.917 2.491 72.2933
seq07_02/frame-000770 0.142 0.835 0.136 84.114 297.862 2.484 72.4753
seq07_02/frame-000780 0.182 0.781 0.137 85.201 278.217 2.478 67.2684
seq07_02/frame-000790 0.218 0.754 0.186 116.396 775.001 2.47 154.009
seq07_02/frame-000800 0.232 0.75 0.214 134.173 307.477 2.424 162.163
seq07_02/frame-000810 0.234 0.771 0.168 122.132 1246.24 2.506 124.185
seq07_02/frame-000820 0.233 0.786 0.146 116.284 1224.586 2.704 88.5574
seq07_02/frame-000830 0.253 0.774 0.167 131.848 1970.572 2.294 105.356
seq07_02/frame-000840 0.366 0.69 0.181 163.043 1252.537 2.087 88.8293
seq07_02/frame-000850 0.362 0.707 0.213 186.782 3976.6 2.061 61.8518
seq07_02/frame-000860 0.335 0.714 0.202 168.422 1407.26 2.021 83.8763
seq07_02/frame-000870 0.301 0.704 0.195 157.47 1546.84 1.915 38.9483
seq07_02/frame-000880 0.217 0.719 0.162 123.193 951.475 1.645 114.266
seq07_02/frame-000890 0.282 0.613 0.136 96.56 650.367 1.616 210.985
seq07_02/frame-000900 0.218 0.56 0.091 47.03 308.078 1.569 356.345
seq07_02/frame-000910 0.168 0.54 0.044 29.517 1059.68 1.593 421.101
seq07_02/frame-000920 0.141 0.585 0.033 24.132 2036.123 1.973 492.436
seq07_02/frame-000930 0.123 0.546 0.051 21.502 436.719 2.157 534.452
seq07_02/frame-000940 0.128 0.429 0.061 22.285 236.982 1.892 467.19
seq07_02/frame-000950 0.1 0.512 0.071 22.241 144.457 1.606 385.847
seq07_02/frame-000960 0.051 0.771 0.074 14.916 47.993 1.037 315.706
seq07_02/frame-000970 0.029 0.824 0.071 13.534 106.097 0.984 320.073
seq07_02/frame-000980 0.01 0.81 0.063 9.426 26.967 0.829 377.305
seq07_02/frame-000990 0.008 0.812 0.04 9.026 170.737 0.741 359.103
seq07_02/frame-001000 0.014 0.623 0.048 12.542 147.076 0.658 344.129
seq07_02/frame-001010 0.032 0.406 0.082 31.245 130.221 0.624 333.512
seq07_02/frame-001020 0.067 0.411 0.146 56.499 181.058 0.629 334.509
seq07_02/frame-001030 0.094 0.463 0.155 52.438 84.94 0.568 327.764
seq07_02/frame-001040 0.114 0.508 0.179 61.564 52.85 0.52 321.219
seq07_02/frame-001050 0.112 0.47 0.151 49.128 39.656 0.438 349.156
seq07_02/frame-001060 0.047 0.51 0.067 17.443 42.69 0.415 364.074
seq07_02/frame-001070 0.01 0.64 0.019 10.19 79.753 0.519 386.51
seq07_02/frame-001080 0.01 0.75 0.005 8.567 59.179 0.664 443.855
seq07_02/frame-001090 0.012 0.757 0.005 9.731 88.167 0.849 489.033
seq07_02/frame-001100 0.025 0.363 0.031 12.33 46.387 0.914 480.092
seq07_02/frame-001110 0.032 0.264 0.075 18.894 19.172 0.949 425.22
seq07_02/frame-001120 0.014 0.807 0.052 11.062 36.394 0.845 399.885
seq07_02/frame-001130 0.014 0.886 0.079 13.604 26.989 0.789 410.091
seq07_02/frame-001140 0.019 0.889 0.077 19.991 23.695 0.892 265.007
seq07_02/frame-001150 0.024 0.909 0.081 26.192 21.88 0.999 201.649
seq07_02/frame-001160 0.031 0.902 0.075 31.747 25.052 1.05 165.662
seq07_02/frame-001170 0.024 0.939 0.07 31.886 26.269 0.986 88.4535
seq07_02/frame-001180 0.027 0.935 0.067 31.11 67.467 1.073 80.8773
seq07_02/frame-001190 0.035 0.921 0.058 31.026 19.804 1.082 62.2901
seq07_02/frame-001200 0.093 0.78 0.066 39.486 17.876 1.179 158.14
seq07_02/frame-001210 0.234 0.5 0.171 78.059 20.085 1.002 67.9245
seq07_02/frame-001220 0.333 0.407 0.213 100.882 20.845 1.05 197.682
seq07_02/frame-001230 0.344 0.374 0.263 138.636 50.27 1.102 259.56
seq07_02/frame-001240 0.219 0.632 0.258 144.746 34.512 1.426 149.716
seq07_02/frame-001250 0.131 0.785 0.223 132.48 34.412 1.771 51.0551
seq07_02/frame-001260 0.134 0.818 0.247 142.611 94.49 2.281 92.1539
seq07_02/frame-001270 0.162 0.805 0.285 168.1 112.126 2.604 73.8869
seq07_02/frame-001280 0.174 0.799 0.325 190.383 103.914 2.391 75.4635
seq07_02/frame-001290 0.155 0.82 0.361 202.871 71.575 2.014 69.7743
seq07_02/frame-001300 0.153 0.81 0.384 215.158 84.242 1.673 63.1709
seq07_02/frame-001310 0.144 0.801 0.375 215.512 91.005 1.34 104.776
seq07_02/frame-001320 0.132 0.806 0.365 219.245 111.642 1.149 128.689
seq07_02/frame-001330 0.139 0.789 0.356 223.525 143.769 1.001 198.442
seq07_02/frame-001340 0.141 0.795 0.372 237.375 107.219 1.019 181.212
seq07_02/frame-001350 0.153 0.78 0.407 255.317 148.351 0.962 196.429
seq07_02/frame-001360 0.144 0.792 0.399 252.116 229.331 0.961 214.075
seq07_02/frame-001370 0.151 0.792 0.387 256.412 170.598 0.993 230.724
seq07_02/frame-001380 0.123 0.819 0.337 245.175 69.327 0.771 312.448
seq07_02/frame-001390 0.104 0.843 0.349 267.313 97.433 0.726 370.147
seq07_02/frame-001400 0.136 0.815 0.382 301.284 72.571 0.939 309.608
seq07_02/frame-001410 0.156 0.798 0.395 303.19 178.199 1.071 278.797
seq07_02/frame-001420 0.128 0.832 0.368 287.217 116.817 0.993 280.153
seq07_02/frame-001430 0.122 0.829 0.36 291.463 75.752 0.826 321.951
seq07_02/frame-001440 0.137 0.798 0.389 318.311 58.919 0.66 361.724
seq07_02/frame-001450 0.181 0.716 0.444 333.736 112.103 0.609 349.363
seq07_02/frame-001460 0.262 0.619 0.563 362.028 35.512 0.702 286.568
seq07_02/frame-001470 0.287 0.596 0.552 311.898 27.369 0.84 224.887
seq07_02/frame-001480 0.24 0.681 0.455 241.448 25.915 0.874 121.162
seq07_02/frame-001490 0.222 0.682 0.441 224.302 52.631 0.673 191.792
seq07_02/frame-001500 0.231 0.679 0.419 208.43 60.206 0.55 312.154
seq07_02/frame-001510 0.209 0.714 0.386 192.856 48.254 0.5 412.515
seq07_02/frame-001520 0.177 0.743 0.276 152.615 35.698 0.427 494.198
seq07_02/frame-001530 0.146 0.776 0.211 124.229 49.897 0.386 541.539
seq07_02/frame-001540 0.123 0.802 0.204 119.857 32.799 0.356 560.361
seq07_02/frame-001550 0.1 0.821 0.182 112.061 26.618 0.335 572.103
seq07_02/frame-001560 0.136 0.768 0.247 147.502 61.232 0.324 607.593
seq07_02/frame-001570 0.242 0.656 0.414 215.64 18.813 0.389 616.715
seq07_02/frame-001580 0.48 0.484 0.598 277.313 22.164 0.435 589.694
seq07_02/frame-001590 0.375 0.532 0.575 266.292 22.471 0.45 494.033
seq07_02/frame-001600 0.211 0.685 0.393 199.987 16.512 0.565 267.176
seq07_02/frame-001610 0.144 0.819 0.269 151.633 43.302 0.833 152.37
seq07_02/frame-001620 0.189 0.807 0.324 173.616 23.958 1.24 119.995
seq07_02/frame-001630 0.182 0.813 0.245 150.755 36.204 1.917 188.826
seq07_02/frame-001640 0.175 0.822 0.161 125.003 747.671 2.053 151.904
seq07_02/frame-001650 0.211 0.792 0.131 101.129 642.696 2.205 70.548
seq07_02/frame-001660 0.211 0.779 0.109 78.445 696.538 1.945 90.829
seq07_02/frame-001670 0.14 0.838 0.094 51.93 139.987 1.312 105.552
seq07_02/frame-001680 0.116 0.873 0.104 51.841 99.316 0.858 120.947
seq07_02/frame-001690 0.08 0.94 0.066 58.535 5.561 0.449 126.146
seq07_02/frame-001700 1.0 -0.003 0.078 123.298 14.893 0.798 218.741
seq07_02/frame-001710 1.0 0.246 0.057 42.087 30.053 1.102 257.425
seq07_02/frame-001720 1.0 0.225 0.075 43.819 37.35 1.018 305.308
seq07_02/frame-001730 1.0 0.239 0.12 108.424 40.361 1.027 335.239
seq07_02/frame-001740 0.854 0.35 0.2 220.089 52.31 1.175 313.835
seq07_02/frame-001750 0.717 0.458 0.216 233.937 39.08 1.267 322.029
seq07_02/frame-001760 0.611 0.536 0.181 148.79 37.24 1.151 335.581
seq07_02/frame-001770 0.661 0.349 0.265 259.569 19.882 0.951 373.772
seq07_02/frame-001780 0.698 0.159 0.256 259.486 17.057 0.3 353.608
seq07_02/frame-001790 0.145 0.807 0.078 71.377 26.599 0.18 265.947
seq07_02/frame-001800 0.144 0.828 0.069 66.639 36.342 0.598 151.475
seq07_02/frame-001810 0.221 0.742 0.129 118.086 45.142 1.341 106.144
seq07_02/frame-001820 0.248 0.715 0.188 148.08 35.201 1.93 69.2637
seq07_02/frame-001830 0.312 0.654 0.243 170.479 55.301 1.943 104.027
seq07_02/frame-001840 0.344 0.62 0.261 183.813 90.956 1.708 102.298
seq07_02/frame-001850 0.467 0.499 0.377 235.336 75.315 1.974 79.7903
seq07_02/frame-001860 0.549 0.469 0.494 297.863 59.837 1.986 83.4125
seq07_02/frame-001870 0.545 0.537 0.607 386.756 37.332 1.933 79.0384
seq07_02/frame-001880 0.43 0.6 0.51 311.012 61.764 1.713 130.963
seq07_02/frame-001890 0.267 0.69 0.267 161.901 59.362 1.473 232.043
seq07_02/frame-001900 0.077 0.877 0.065 43.287 49.841 1.294 119.4
seq07_02/frame-001910 0.046 0.91 0.079 43.401 32.276 1.178 37.7239
seq07_02/frame-001920 0.038 0.919 0.091 44.511 47.946 0.984 53.8982
seq07_02/frame-001930 0.036 0.919 0.097 45.074 21.089 0.834 99.1932
seq07_02/frame-001940 0.034 0.925 0.088 47.198 26.328 0.847 182.918
seq07_02/frame-001950 0.047 0.893 0.091 60.303 49.086 1.408 330.434
seq07_02/frame-001960 0.26 0.556 0.067 75.769 49.7 2.266 284.405
seq07_02/frame-001970 0.407 0.476 0.048 87.372 140.581 2.435 306.322
seq07_02/frame-001980 0.529 0.31 0.048 84.551 302.223 2.059 358.197
seq07_02/frame-001990 0.563 0.327 0.074 67.409 244.424 1.824 334.662
seq07_02/frame-002000 0.685 0.261 0.084 71.198 115.624 2.377 413.846
seq07_02/frame-002010 0.514 0.448 0.136 132.971 66.68 2.548 279.832
seq07_02/frame-002020 0.336 0.597 0.096 80.607 115.761 2.607 211.858
seq07_02/frame-002030 0.311 0.635 0.054 35.136 110.466 2.567 193.27
seq07_02/frame-002040 0.272 0.683 0.054 37.191 90.237 2.518 149.598
seq07_02/frame-002050 0.243 0.713 0.056 39.644 225.627 2.53 104.579
seq07_02/frame-002060 0.259 0.693 0.058 39.972 171.398 2.642 99.3293
seq07_02/frame-002070 0.278 0.679 0.062 39.259 104.391 2.639 105.214
seq07_02/frame-002080 0.245 0.709 0.055 40.608 102.936 2.56 102.633
seq07_02/frame-002090 0.158 0.785 0.051 44.544 121.635 2.236 94.4147
seq07_02/frame-002100 0.165 0.777 0.051 43.243 65.22 1.994 85.5468
seq07_02/frame-002110 0.16 0.8 0.046 39.797 96.745 1.864 96.3662
seq07_02/frame-002120 0.227 0.725 0.042 36.1 56.2 1.657 117.32
seq07_02/frame-002130 0.272 0.674 0.05 35.922 53.704 1.548 121.957
seq07_02/frame-002140 0.364 0.599 0.082 34.08 89.313 1.632 149.259
seq07_02/frame-002150 0.392 0.586 0.088 35.373 106.941 1.731 150.264
seq07_02/frame-002160 0.404 0.579 0.085 36.59 78.48 1.766 140.991
seq07_02/frame-002170 0.407 0.583 0.078 33.759 101.96 1.763 135.097
seq07_02/frame-002180 0.471 0.545 0.103 37.476 101.799 1.507 201.134
seq07_02/frame-002190 0.519 0.492 0.108 30.194 105.626 1.208 268.824
seq07_02/frame-002200 0.628 0.379 0.109 31.023 100.292 1.16 361.129
seq07_02/frame-002210 0.958 0.151 0.132 29.957 146.587 1.134 487.658
seq07_02/frame-002220 0.958 0.149 0.126 30.295 100.877 1.033 492.969
seq07_02/frame-002230 1.0 0.126 0.125 30.636 166.717 1.039 516.65
seq07_02/frame-002240 1.0 0.035 0.127 30.164 94.386 0.933 538.486
seq07_02/frame-002250 1.0 -0.018 0.133 29.676 96.873 0.911 548.668
seq07_02/frame-002260 1.0 -0.078 0.131 28.748 107.44 0.873 530.416
seq07_02/frame-002270 1.0 -0.042 0.126 32.063 132.949 0.894 516.164
seq07_02/frame-002280 0.821 0.318 0.109 47.352 73.04 0.937 514.46
seq07_02/frame-002290 0.206 0.646 0.089 117.984 25.143 0.874 494.672
seq07_02/frame-002300 0.026 0.941 0.033 39.157 14.352 0.322 479.702
seq07_02/frame-002310 0.024 0.974 0.032 46.376 11.724 0.505 403.562
seq07_02/frame-002320 0.023 0.981 0.037 52.829 14.969 0.757 442.794
seq07_02/frame-002330 0.019 0.976 0.03 43.997 13.269 0.915 509.987
seq07_02/frame-002340 0.017 0.96 0.029 34.818 18.679 1.18 313.539
seq07_02/frame-002350 0.016 0.953 0.035 24.784 34.429 1.447 224.85
seq07_02/frame-002360 0.016 0.935 0.046 20.951 31.502 1.728 201.133
seq07_02/frame-002370 0.017 0.902 0.041 16.794 22.738 1.933 277.096
seq07_02/frame-002380 0.023 0.612 0.039 16.793 14.247 2.116 370.732
seq07_02/frame-002390 0.06 0.424 0.049 20.998 10.732 2.345 487.651
seq07_02/frame-002400 0.093 0.528 0.045 23.588 10.37 2.522 627.133
seq07_02/frame-002410 0.107 0.489 0.052 30.85 10.664 2.74 597.245
seq07_02/frame-002420 0.121 0.4 0.062 39.515 43.247 3.071 523.505
seq07_02/frame-002430 0.14 0.278 0.063 42.65 81.829 3.234 516.071
seq07_02/frame-002440 0.172 0.229 0.064 45.591 24.896 3.528 459.436
seq07_02/frame-002450 0.069 0.376 0.073 42.58 41.231 4.392 248.656
seq07_02/frame-002460 0.049 0.615 0.084 34.451 36.019 4.748 120.631
seq07_02/frame-002470 0.032 0.832 0.057 27.819 95.479 4.397 174.814
seq07_02/frame-002480 0.032 0.856 0.058 31.128 125.58 4.502 129.584
seq07_02/frame-002490 0.033 0.868 0.068 37.527 72.973 4.389 103.614
seq07_02/frame-002500 0.045 0.859 0.112 68.918 83.815 4.268 119.277
seq07_02/frame-002510 0.04 0.916 0.103 81.534 36.461 3.62 76.2679
seq07_02/frame-002520 0.073 0.861 0.16 131.402 69.696 3.708 104.925
seq07_02/frame-002530 0.117 0.787 0.271 206.674 61.65 3.419 61.6952
seq07_02/frame-002540 0.149 0.729 0.334 242.705 46.91 3.396 99.1862
seq07_02/frame-002550 0.207 0.588 0.331 245.975 53.353 3.767 72.7621
seq07_02/frame-002560 0.139 0.681 0.263 225.355 37.388 2.784 136.303
seq07_02/frame-002570 0.124 0.634 0.244 231.664 26.523 1.699 219.216
seq07_02/frame-002580 0.167 0.197 0.238 228.522 18.883 1.218 315.939
seq07_02/frame-002590 0.116 0.425 0.158 135.645 20.807 1.17 261.899
seq07_02/frame-002600 0.087 0.569 0.128 104.215 25.704 1.696 183.292
seq07_02/frame-002610 0.117 0.575 0.177 163.739 12.291 2.069 268.533
seq07_02/frame-002620 0.131 0.597 0.229 235.998 29.635 1.997 192.617
seq07_02/frame-002630 0.148 0.624 0.234 245.244 47.615 2.644 174.277
seq07_02/frame-002640 0.188 0.577 0.25 262.919 110.601 3.486 225.041
seq07_02/frame-002650 0.184 0.627 0.249 267.983 44.161 3.856 201.449
seq07_02/frame-002660 0.211 0.612 0.256 270.553 60.124 4.436 186.724
seq07_02/frame-002670 0.243 0.594 0.275 273.784 95.985 5.359 179.586
seq07_02/frame-002680 0.258 0.566 0.298 304.88 79.535 5.062 222.882
seq07_02/frame-002690 0.207 0.625 0.294 346.693 45.414 4.581 254.491
seq07_02/frame-002700 0.2 0.528 0.282 356.188 29.136 4.214 257.049
seq07_02/frame-002710 0.182 0.516 0.282 357.822 38.206 3.394 314.035
seq07_02/frame-002720 0.182 0.532 0.292 362.554 39.013 3.321 315.395
seq07_02/frame-002730 0.165 0.586 0.288 338.55 15.034 2.743 285.68
seq07_02/frame-002740 0.18 0.53 0.292 336.426 54.36 2.349 293.189
seq07_02/frame-002750 0.147 0.68 0.277 314.97 45.344 2.315 203.517
seq07_02/frame-002760 0.136 0.697 0.264 289.474 50.379 1.804 170.368
seq07_02/frame-002770 0.146 0.594 0.243 261.801 49.834 1.786 184.878
seq07_02/frame-002780 0.155 0.45 0.236 255.675 37.937 1.859 209.096
seq07_02/frame-002790 0.136 0.552 0.24 238.444 53.513 1.893 197.032
seq07_02/frame-002800 0.104 0.693 0.213 204.656 210.611 2.068 169.107
seq07_02/frame-002810 0.11 0.704 0.196 177.651 49.54 2.218 138.466
seq07_02/frame-002820 0.113 0.71 0.154 116.764 38.493 2.286 136.278
seq07_02/frame-002830 0.163 0.649 0.153 99.922 77.219 2.465 128.489
seq07_02/frame-002840 0.136 0.733 0.137 88.563 92.043 2.653 146.546
seq07_02/frame-002850 0.084 0.835 0.115 80.153 36.019 2.788 133.943
seq07_02/frame-002860 0.074 0.853 0.108 72.691 69.918 2.658 144.278
seq07_02/frame-002870 0.108 0.812 0.064 39.954 52.575 2.577 136.12
seq07_02/frame-002880 0.088 0.84 0.064 35.854 60.348 2.516 84.5341
seq07_02/frame-002890 0.054 0.891 0.055 31.085 103.143 2.531 89.6497
seq07_02/frame-002900 0.05 0.896 0.056 31.733 130.309 2.426 95.9602
seq07_02/frame-002910 0.07 0.849 0.091 44.272 90.002 2.038 113.815
seq07_02/frame-002920 0.106 0.742 0.15 66.084 95.703 1.662 186.47
seq07_02/frame-002930 0.114 0.693 0.162 77.115 47.311 1.246 192.73
seq07_02/frame-002940 0.092 0.703 0.179 78.907 71.246 1.224 204.905
seq07_02/frame-002950 0.102 0.7 0.205 92.738 89.8 0.844 227.051
seq07_02/frame-002960 0.106 0.7 0.213 98.41 114.764 0.686 275.202
seq07_02/frame-002970 0.144 0.688 0.293 129.461 75.06 0.601 314.629
seq07_02/frame-002980 0.163 0.684 0.342 147.81 60.07 0.57 370.743
seq07_02/frame-002990 0.156 0.704 0.37 164.507 84.493 0.678 405.941
seq07_02/frame-003000 0.136 0.71 0.324 153.708 118.622 0.741 404.94
seq07_02/frame-003010 0.191 0.664 0.402 183.813 85.62 0.57 479.036
seq07_02/frame-003020 0.174 0.67 0.368 181.552 102.479 0.642 470.783
seq07_02/frame-003030 0.163 0.673 0.358 187.845 68.142 1.442 435.155
seq07_02/frame-003040 0.176 0.686 0.433 223.65 44.157 1.674 442.681
seq07_02/frame-003050 0.145 0.738 0.435 225.915 74.544 1.741 441.353
seq07_02/frame-003060 0.138 0.735 0.398 205.073 103.277 1.847 420.12
seq07_02/frame-003070 0.143 0.708 0.369 188.882 59.986 1.74 409.26
seq07_02/frame-003080 0.097 0.744 0.263 138.354 26.88 2.082 369.637
seq07_02/frame-003090 0.071 0.819 0.137 86.047 83.24 2.664 318.767
seq07_02/frame-003100 0.085 0.797 0.098 67.436 93.832 2.445 310.147
seq07_02/frame-003110 0.085 0.784 0.095 66.048 91.833 2.177 292.42
seq07_02/frame-003120 0.059 0.813 0.055 41.934 115.778 1.788 247.782
seq07_02/frame-003130 0.055 0.806 0.052 38.666 61.944 1.443 240.211
seq07_02/frame-003140 0.048 0.823 0.047 36.642 42.751 1.1 206.05
seq07_02/frame-003150 0.037 0.863 0.046 36.281 40.351 0.734 208.312
seq07_02/frame-003160 0.043 0.882 0.064 38.732 14.431 0.786 204.35
seq07_02/frame-003170 0.06 0.851 0.044 37.446 17.606 1.517 284.055
seq07_02/frame-003180 0.065 0.773 0.067 44.226 24.661 1.513 416.862
seq07_02/frame-003190 0.042 0.902 0.049 38.945 66.893 1.322 389.876
seq07_02/frame-003200 0.035 0.932 0.037 32.944 129.291 1.286 374.556
seq07_02/frame-003210 0.038 0.942 0.036 33.216 55.587 1.335 353.097
seq07_02/frame-003220 0.041 0.911 0.015 27.999 76.158 1.909 316.597
seq07_02/frame-003230 0.038 0.804 0.006 23.355 47.628 1.794 294.922
seq07_02/frame-003240 0.033 0.572 0.001 19.238 113.018 1.004 277.03
seq07_02/frame-003250 0.046 0.418 0.02 20.335 145.37 1.431 268.408
seq07_02/frame-003260 0.078 0.373 0.034 18.795 25.087 1.611 276.606
seq07_02/frame-003270 0.091 0.331 0.041 19.338 17.17 1.846 305.474
seq07_02/frame-003280 0.142 0.282 0.042 25.022 7.551 1.886 366.089
seq07_02/frame-003290 0.15 0.41 0.073 38.478 28.497 1.739 397.591
seq07_02/frame-003300 0.117 0.422 0.038 22.136 7.425 1.621 381.775
seq07_02/frame-003310 0.078 0.283 0.031 20.431 5.738 1.741 313.219
seq07_02/frame-003320 0.047 0.421 0.037 22.182 40.544 1.813 274.531
seq07_02/frame-003330 0.055 0.358 0.021 18.987 37.031 1.664 270.694
seq07_02/frame-003340 0.111 0.761 0.057 19.862 68.215 3.23 279.808
seq07_02/frame-003350 0.132 0.803 0.07 24.214 128.02 3.412 301.061
seq07_02/frame-003360 0.146 0.75 0.068 30.969 111.456 3.432 303.224
seq07_02/frame-003370 0.247 0.571 0.068 35.591 130.239 3.535 306.157
seq07_02/frame-003380 0.302 0.543 0.079 44.978 359.275 3.893 310.426
seq07_02/frame-003390 0.27 0.622 0.117 70.717 171.303 5.634 319.799
seq07_02/frame-003400 0.198 0.654 0.133 70.318 87.86 5.873 334.002
seq07_02/frame-003410 0.157 0.673 0.142 57.154 36.274 6.161 335.245
seq07_02/frame-003420 0.167 0.646 0.17 64.433 156.607 6.518 298.892
seq07_02/frame-003430 0.2 0.629 0.177 75.699 59.811 6.94 267.281
seq07_02/frame-003440 0.31 0.603 0.153 113.885 318.007 7.981 284.108
