frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq09_02/frame-000790 1.0 0.287 0.246 67.858 14.026 3.667 272.728
seq09_02/frame-000800 1.0 0.355 0.311 48.217 10.834 3.448 280.592
seq09_02/frame-000810 1.0 0.616 0.351 67.416 7.783 3.417 179.583
seq09_02/frame-000820 1.0 0.655 0.318 91.683 8.078 3.498 205.113
seq09_02/frame-000830 1.0 0.67 0.369 125.044 8.65 3.259 256.17
seq09_02/frame-000840 1.0 0.688 0.343 146.38 11.475 1.999 154.587
seq09_02/frame-000850 0.882 0.591 0.244 156.555 21.878 1.839 91.0674
seq09_02/frame-000860 0.653 0.489 0.222 173.904 26.659 2.088 105.605
seq09_02/frame-000870 0.574 0.416 0.233 194.053 80.951 2.638 173.032
seq09_02/frame-000880 0.546 0.425 0.245 194.812 129.357 3.047 220.783
seq09_02/frame-000890 0.532 0.451 0.268 202.192 108.306 3.391 276.883
seq09_02/frame-000900 0.486 0.52 0.314 218.441 81.516 3.567 224.848
seq09_02/frame-000910 0.567 0.55 0.341 201.786 64.648 3.565 158.422
seq09_02/frame-000920 0.643 0.695 0.289 186.856 51.332 3.189 122.37
seq09_02/frame-000930 0.695 0.71 0.274 175.284 18.529 2.882 135.361
seq09_02/frame-000940 1.0 0.618 0.3 166.468 10.589 2.573 159.554
seq09_02/frame-000950 1.0 0.559 0.317 146.838 7.466 2.371 227.457
seq09_02/frame-000960 1.0 0.601 0.283 97.483 6.767 2.393 316.221
seq09_02/frame-000970 1.0 0.676 0.281 101.576 5.32 2.415 226.808
seq09_02/frame-000980 1.0 0.673 0.298 109.75 5.821 2.557 93.9734
seq09_02/frame-000990 1.0 0.676 0.282 126.19 6.842 3.413 158.666
seq09_02/frame-001000 1.0 0.405 0.301 181.907 13.523 4.844 151.998
seq09_02/frame-001010 1.0 0.199 0.351 252.094 29.241 6.677 177.159
seq09_02/frame-001020 1.0 0.092 0.367 316.79 73.133 8.093 240.444
seq09_02/frame-001030 1.0 0.092 0.362 350.528 93.861 8.675 240.189
seq09_02/frame-001040 1.0 0.079 0.322 338.057 102.829 11.193 199.314
seq09_02/frame-001050 1.0 0.052 0.272 311.082 105.638 10.585 188.508
seq09_02/frame-001060 1.0 0.205 0.264 236.359 114.191 10.756 187.157
seq09_02/frame-001070 1.0 0.292 0.214 180.783 78.072 9.242 179.806
seq09_02/frame-001080 1.0 0.337 0.175 136.455 51.254 7.486 125.163
seq09_02/frame-001090 1.0 0.397 0.166 121.962 19.551 5.717 120.347
seq09_02/frame-001100 1.0 0.664 0.173 107.799 10.977 3.705 143.12
seq09_02/frame-001110 1.0 0.76 0.139 84.959 6.46 2.765 110.981
seq09_02/frame-001120 1.0 0.825 0.119 57.811 5.184 2.129 74.6889
seq09_02/frame-001130 1.0 0.801 0.094 41.879 5.022 2.209 158.263
seq09_02/frame-001140 1.0 0.779 0.081 45.482 5.006 2.849 266.804
seq09_02/frame-001150 1.0 0.718 0.106 66.084 5.357 3.183 222.597
seq09_02/frame-001160 1.0 0.675 0.121 77.072 4.836 3.119 202.961
seq09_02/frame-001170 1.0 0.65 0.148 94.326 4.428 3.368 167.169
seq09_02/frame-001180 1.0 0.69 0.169 122.269 4.8 3.49 181.53
seq09_02/frame-001190 1.0 0.689 0.17 124.097 5.647 3.531 179.262
seq09_02/frame-001200 1.0 0.69 0.161 115.093 5.905 3.617 181.715
seq09_02/frame-001210 1.0 0.694 0.154 109.541 5.597 3.738 178.406
seq09_02/frame-001220 1.0 0.713 0.153 108.743 4.946 3.953 156.995
seq09_02/frame-001230 1.0 0.738 0.148 114.24 4.582 4.255 125.011
seq09_02/frame-001240 1.0 0.707 0.157 131.52 4.429 4.634 92.7432
seq09_02/frame-001250 1.0 0.7 0.158 145.177 4.576 4.336 60.7166
seq09_02/frame-001260 1.0 0.715 0.17 142.016 4.107 4.244 95.3399
seq09_02/frame-001270 1.0 0.665 0.2 141.057 4.544 4.871 187.236
seq09_02/frame-001280 1.0 0.634 0.203 128.855 5.101 3.831 245.37
seq09_02/frame-001290 1.0 0.371 0.292 87.588 6.472 3.382 213.063
seq09_02/frame-001300 1.0 0.375 0.304 103.932 5.141 3.06 279.087
seq09_02/frame-001310 1.0 0.635 0.187 136.798 4.468 3.525 196.121
seq09_02/frame-001320 1.0 0.647 0.168 135.773 4.718 3.641 180.985
seq09_02/frame-001330 1.0 0.634 0.16 139.502 4.466 3.3 209.418
seq09_02/frame-001340 1.0 0.653 0.161 142.511 5.37 3.294 184.151
seq09_02/frame-001350 1.0 0.653 0.161 145.477 5.151 3.338 185.287
seq09_02/frame-001360 1.0 0.469 0.189 159.682 3.953 2.358 344.163
seq09_02/frame-001370 1.0 0.312 0.224 113.705 4.782 2.003 500.502
seq09_02/frame-001380 1.0 0.38 0.292 125.431 5.023 1.881 543.645
seq09_02/frame-001390 1.0 0.441 0.34 156.273 4.415 1.426 510.73
seq09_02/frame-001400 1.0 0.347 0.328 173.428 4.3 1.259 504.807
seq09_02/frame-001410 1.0 0.316 0.294 214.559 5.477 1.176 463.451
seq09_02/frame-001420 1.0 0.071 0.273 239.62 7.6 1.298 391.898
seq09_02/frame-001430 1.0 -0.001 0.244 225.207 9.378 1.42 375.568
seq09_02/frame-001440 1.0 0.019 0.252 226.643 12.216 1.465 388.359
seq09_02/frame-001450 1.0 0.024 0.301 242.891 15.017 1.57 356.435
seq09_02/frame-001460 1.0 0.112 0.273 226.138 12.138 1.569 329.648
seq09_02/frame-001470 1.0 0.061 0.267 203.994 7.671 1.552 327.776
seq09_02/frame-001480 1.0 0.055 0.288 172.645 5.454 1.465 279.814
seq09_02/frame-001490 1.0 0.112 0.287 140.858 4.899 1.477 161.104
seq09_02/frame-001500 1.0 0.268 0.319 149.538 4.919 1.459 103.455
seq09_02/frame-001510 1.0 0.356 0.299 158.0 5.368 1.533 151.243
seq09_02/frame-001520 1.0 0.214 0.363 216.919 6.625 1.881 212.061
seq09_02/frame-001530 1.0 0.175 0.391 282.058 6.822 2.186 232.35
seq09_02/frame-001540 1.0 0.157 0.423 318.974 6.931 3.038 236.573
seq09_02/frame-001550 1.0 0.07 0.389 373.906 17.66 9.142 251.906
seq09_02/frame-001560 1.0 0.117 0.363 483.354 79.695 13.715 171.936
seq09_02/frame-001570 1.0 0.178 0.309 421.171 850.224 13.635 221.702
seq09_02/frame-001580 1.0 0.153 0.338 446.884 543.544 13.46 202.751
seq09_02/frame-001590 1.0 0.09 0.362 355.709 70.952 12.077 218.389
seq09_02/frame-001600 1.0 0.175 0.34 269.639 173.453 8.496 230.81
seq09_02/frame-001610 1.0 0.233 0.273 226.705 51.068 8.571 238.221
seq09_02/frame-001620 1.0 0.203 0.253 189.868 47.998 7.289 252.087
seq09_02/frame-001630 1.0 -0.002 0.391 372.777 73.736 9.002 194.03
seq09_02/frame-001640 1.0 -0.002 0.331 353.29 69.0 11.363 171.86
seq09_02/frame-001650 1.0 0.027 0.318 359.473 381.1 11.904 154.69
seq09_02/frame-001660 1.0 0.108 0.265 288.421 34.35 9.883 183.508
seq09_02/frame-001670 1.0 0.367 0.189 134.146 55.051 7.143 184.79
seq09_02/frame-001680 1.0 0.315 0.19 138.83 12.728 6.126 81.2177
seq09_02/frame-001690 1.0 0.225 0.409 234.578 7.305 2.1 269.175
seq09_02/frame-001700 1.0 0.176 0.384 203.108 7.825 1.319 309.71
seq09_02/frame-001710 1.0 0.128 0.381 193.901 6.271 1.18 291.937
seq09_02/frame-001720 1.0 0.083 0.38 241.942 5.971 1.678 274.118
seq09_02/frame-001730 1.0 0.178 0.3 197.249 6.8 1.635 201.725
seq09_02/frame-001740 1.0 0.232 0.269 170.484 7.284 1.76 160.604
seq09_02/frame-001750 1.0 0.329 0.291 161.634 10.467 6.657 199.378
seq09_02/frame-001760 1.0 0.558 0.134 89.475 10.655 7.686 232.778
seq09_02/frame-001770 1.0 0.582 0.123 86.769 30.994 8.019 216.673
seq09_02/frame-001780 1.0 0.576 0.126 87.036 46.934 7.757 220.723
seq09_02/frame-001790 1.0 0.539 0.143 95.824 11.538 6.691 223.618
seq09_02/frame-001800 1.0 0.317 0.286 222.13 34.111 10.295 115.515
seq09_02/frame-001810 1.0 0.319 0.358 343.885 97.677 11.653 76.1396
seq09_02/frame-001820 1.0 0.319 0.367 365.852 285.379 12.263 72.252
seq09_02/frame-001830 1.0 0.309 0.33 282.144 26.933 10.952 60.0291
seq09_02/frame-001840 1.0 0.517 0.174 103.319 11.497 5.979 201.55
seq09_02/frame-001850 1.0 0.718 0.162 89.004 12.587 6.749 146.524
seq09_02/frame-001860 1.0 0.691 0.189 122.611 22.987 6.711 154.511
seq09_02/frame-001870 1.0 0.669 0.2 129.976 8.196 6.517 131.209
seq09_02/frame-001880 1.0 0.533 0.3 219.989 6.813 4.992 117.156
seq09_02/frame-001890 1.0 0.33 0.332 294.731 5.702 3.421 155.644
seq09_02/frame-001900 1.0 0.025 0.35 365.445 5.067 2.941 225.694
seq09_02/frame-001910 1.0 -0.185 0.306 371.338 4.98 2.728 302.928
seq09_02/frame-001920 1.0 -0.323 0.259 316.161 5.149 2.071 373.79
seq09_02/frame-001930 1.0 -0.022 0.299 349.954 3.916 4.952 321.028
seq09_02/frame-001940 1.0 0.327 0.266 255.926 4.463 6.741 280.07
seq09_02/frame-001950 1.0 0.487 0.224 207.706 4.956 7.281 230.822
seq09_02/frame-001960 1.0 0.629 0.167 148.171 4.657 7.211 195.921
seq09_02/frame-001970 1.0 0.676 0.177 138.591 4.962 6.951 182.001
seq09_02/frame-001980 1.0 0.583 0.235 158.218 5.276 7.478 216.597
seq09_02/frame-001990 1.0 0.548 0.335 138.287 6.608 3.716 160.102
seq09_02/frame-002000 1.0 0.695 0.306 160.462 25.167 2.878 250.109
seq09_02/frame-002010 1.0 0.698 0.312 163.522 10.747 2.94 251.775
seq09_02/frame-002020 0.687 0.516 0.219 181.632 21.968 1.271 99.1382
seq09_02/frame-002030 0.485 0.306 0.216 188.758 35.167 1.208 304.757
seq09_02/frame-002040 0.439 0.281 0.24 185.014 126.059 1.172 501.702
seq09_02/frame-002050 0.435 0.275 0.242 186.463 201.349 1.114 527.613
seq09_02/frame-002060 0.383 0.531 0.341 227.472 45.435 1.236 545.067
seq09_02/frame-002070 0.394 0.694 0.382 214.787 77.117 1.273 462.913
seq09_02/frame-002080 0.412 0.706 0.402 182.504 61.74 1.239 482.344
seq09_02/frame-002090 0.719 0.477 0.471 196.624 22.725 1.071 301.427
seq09_02/frame-002100 0.769 0.279 0.477 214.106 37.735 1.007 240.218
seq09_02/frame-002110 0.843 0.183 0.401 188.747 12.513 0.965 304.986
seq09_02/frame-002120 0.818 0.325 0.358 163.252 10.959 0.864 481.057
seq09_02/frame-002130 0.817 0.389 0.308 144.85 10.08 0.807 510.481
seq09_02/frame-002140 0.95 0.351 0.292 143.18 9.319 0.793 497.397
seq09_02/frame-002150 0.955 0.389 0.277 138.933 7.833 0.788 486.734
seq09_02/frame-002160 1.0 0.375 0.247 129.032 6.03 0.709 434.668
seq09_02/frame-002170 1.0 0.436 0.25 111.496 5.395 0.647 449.071
seq09_02/frame-002180 1.0 0.646 0.224 79.766 5.747 0.544 550.999
seq09_02/frame-002190 1.0 0.654 0.199 75.55 6.662 0.516 424.658
seq09_02/frame-002200 1.0 0.63 0.186 71.858 7.591 0.52 280.196
seq09_02/frame-002210 1.0 0.79 0.28 77.835 5.588 0.652 423.084
seq09_02/frame-002220 1.0 0.635 0.364 66.685 4.64 0.701 297.063
seq09_02/frame-002230 1.0 0.777 0.221 75.626 5.462 1.5 184.705
seq09_02/frame-002240 1.0 0.727 0.17 97.823 7.124 2.639 144.558
seq09_02/frame-002250 1.0 0.319 0.185 138.36 26.088 5.777 91.8307
seq09_02/frame-002260 1.0 0.066 0.256 188.388 66.223 5.793 246.274
seq09_02/frame-002270 1.0 0.023 0.246 227.726 24.028 6.912 224.935
seq09_02/frame-002280 1.0 0.037 0.477 500.194 124.54 11.408 144.919
seq09_02/frame-002290 1.0 0.28 0.396 349.36 63.178 10.065 99.3493
seq09_02/frame-002300 1.0 0.334 0.23 191.781 61.118 8.629 103.034
seq09_02/frame-002310 1.0 0.321 0.208 166.564 58.982 8.454 88.7087
seq09_02/frame-002320 1.0 0.347 0.16 103.329 25.352 5.682 182.055
seq09_02/frame-002330 1.0 0.341 0.178 119.181 29.967 4.812 200.103
seq09_02/frame-002340 1.0 0.457 0.193 144.776 33.622 3.699 140.954
seq09_02/frame-002350 1.0 0.384 0.181 201.416 20.51 5.929 132.541
seq09_02/frame-002360 1.0 0.374 0.226 302.085 42.539 7.298 123.568
seq09_02/frame-002370 1.0 0.39 0.365 438.568 49.163 4.65 134.629
seq09_02/frame-002380 1.0 0.41 0.447 551.183 15.164 2.997 147.165
seq09_02/frame-002390 1.0 0.311 0.474 603.511 29.161 3.451 151.458
seq09_02/frame-002400 1.0 0.294 0.479 546.806 18.151 2.779 155.258
seq09_02/frame-002410 1.0 0.263 0.493 560.563 21.488 2.149 157.003
seq09_02/frame-002420 1.0 0.152 0.49 509.524 8.307 1.869 167.989
seq09_02/frame-002430 1.0 0.124 0.463 458.185 3.566 0.801 169.975
seq09_02/frame-002440 1.0 0.134 0.46 459.477 4.531 0.56 169.831
seq09_02/frame-002450 1.0 0.111 0.461 453.949 3.149 0.177 176.812
seq09_02/frame-002460 1.0 0.114 0.462 456.291 3.35 0.126 175.258
seq09_02/frame-002470 1.0 0.159 0.449 445.821 6.533 0.602 169.223
seq09_02/frame-002480 1.0 0.159 0.428 415.193 4.933 0.596 181.618
seq09_02/frame-002490 1.0 0.219 0.41 404.253 8.591 0.924 184.987
seq09_02/frame-002500 1.0 0.291 0.365 333.203 2.444 0.476 190.963
seq09_02/frame-002510 1.0 0.417 0.33 250.94 2.611 0.443 185.75
seq09_02/frame-002520 1.0 0.479 0.33 208.052 2.838 0.206 185.634
seq09_02/frame-002530 1.0 0.512 0.33 180.991 2.841 0.164 190.722
seq09_02/frame-002540 1.0 0.558 0.335 147.138 3.098 0.166 195.057
seq09_02/frame-002550 1.0 0.595 0.337 121.479 4.798 0.176 200.247
seq09_02/frame-002560 1.0 0.613 0.324 106.997 5.444 0.473 226.111
seq09_02/frame-002570 1.0 0.669 0.301 77.695 3.805 0.18 254.058
seq09_02/frame-002580 1.0 0.719 0.283 51.842 4.032 0.188 267.335
seq09_02/frame-002590 1.0 0.739 0.216 33.129 4.624 0.231 302.534
seq09_02/frame-002600 1.0 0.659 0.291 72.252 3.588 0.168 251.59
seq09_02/frame-002610 1.0 0.36 0.32 252.928 1.638 0.135 231.699
seq09_02/frame-002620 1.0 0.05 0.457 423.679 1.447 0.348 262.767
seq09_02/frame-002630 1.0 0.212 0.523 534.442 3.352 0.872 280.02
seq09_02/frame-002640 1.0 0.333 0.368 260.753 0.932 0.09 249.619
seq09_02/frame-002650 1.0 0.37 0.358 242.706 1.36 0.173 262.362
seq09_02/frame-002660 1.0 0.349 0.375 425.266 15.61 1.519 228.485
seq09_02/frame-002670 1.0 0.377 0.354 328.013 7.247 2.467 216.155
seq09_02/frame-002680 1.0 0.299 0.368 499.738 27.926 3.157 154.661
seq09_02/frame-002690 1.0 0.186 0.408 609.141 84.778 3.516 137.793
seq09_02/frame-002700 1.0 0.106 0.493 787.212 27.703 1.819 143.2
seq09_02/frame-002710 1.0 0.019 0.534 832.44 15.532 1.537 154.68
seq09_02/frame-002720 1.0 0.09 0.531 751.767 27.874 1.624 163.539
seq09_02/frame-002730 1.0 0.255 0.474 577.578 24.371 2.154 192.283
seq09_02/frame-002740 1.0 0.384 0.389 451.139 42.288 1.881 214.453
seq09_02/frame-002750 1.0 0.373 0.352 438.515 26.219 1.066 208.62
seq09_02/frame-002760 1.0 0.487 0.353 375.892 5.472 1.256 281.373
seq09_02/frame-002770 1.0 0.644 0.007 30.317 8.695 0.347 525.827
seq09_02/frame-002780 1.0 0.555 0.105 48.056 4.874 0.185 487.183
seq09_02/frame-002790 1.0 0.39 0.106 56.706 4.761 0.138 438.197
seq09_02/frame-002800 1.0 0.192 0.205 120.043 5.385 0.317 272.237
seq09_02/frame-002810 1.0 0.347 0.237 161.705 5.58 0.537 177.342
seq09_02/frame-002820 1.0 0.328 0.25 168.677 6.049 0.522 167.42
seq09_02/frame-002830 1.0 0.211 0.211 114.951 5.527 0.259 312.76
seq09_02/frame-002840 1.0 0.302 0.202 118.22 6.13 0.267 356.454
seq09_02/frame-002850 1.0 0.272 0.199 103.487 5.916 0.249 405.195
seq09_02/frame-002860 1.0 0.103 0.229 116.934 6.582 0.203 470.436
seq09_02/frame-002870 1.0 0.121 0.252 121.868 6.337 0.185 458.734
seq09_02/frame-002880 1.0 0.159 0.195 114.956 6.477 0.173 482.337
seq09_02/frame-002890 1.0 0.18 0.172 109.416 6.484 0.171 517.988
seq09_02/frame-002900 1.0 0.24 0.253 159.087 6.326 0.26 235.065
seq09_02/frame-002910 1.0 0.327 0.331 175.322 6.171 0.833 140.959
seq09_02/frame-002920 1.0 0.452 0.332 232.842 6.046 0.895 259.092
seq09_02/frame-002930 1.0 0.489 0.336 253.287 5.039 1.356 266.583
seq09_02/frame-002940 1.0 0.486 0.318 268.495 4.953 1.582 261.242
seq09_02/frame-002950 1.0 0.427 0.382 346.54 4.629 2.05 258.224
seq09_02/frame-002960 1.0 0.376 0.419 475.398 5.867 3.06 343.197
seq09_02/frame-002970 1.0 0.301 0.295 326.397 13.851 3.925 197.569
seq09_02/frame-002980 1.0 0.174 0.298 367.462 26.117 4.987 154.408
seq09_02/frame-002990 1.0 0.091 0.224 195.585 24.267 5.118 141.027
seq09_02/frame-003000 1.0 0.085 0.296 153.777 15.267 4.197 195.75
seq09_02/frame-003010 1.0 0.24 0.239 161.761 45.071 4.129 136.006
seq09_02/frame-003020 1.0 0.69 0.197 118.111 8.93 0.93 345.35
seq09_02/frame-003030 1.0 0.8 0.122 66.523 6.644 0.37 486.204
seq09_02/frame-003040 1.0 0.744 0.065 57.874 6.801 0.195 409.8
seq09_02/frame-003050 1.0 0.697 0.056 54.464 6.902 0.139 347.149
seq09_02/frame-003060 1.0 0.718 0.075 51.561 6.132 0.104 318.539
seq09_02/frame-003070 1.0 0.734 0.18 47.481 4.939 0.085 314.889
seq09_02/frame-003080 1.0 0.699 0.214 49.84 4.527 0.092 305.885
seq09_02/frame-003090 1.0 0.663 0.271 52.983 4.555 0.108 307.898
seq09_02/frame-003100 1.0 0.545 0.357 55.171 4.038 0.103 309.814
seq09_02/frame-003110 1.0 0.48 0.381 57.479 4.829 0.104 308.956
seq09_02/frame-003120 1.0 0.452 0.388 56.828 4.381 0.102 307.797
seq09_02/frame-003130 1.0 0.572 0.295 57.702 2.335 0.107 312.887
seq09_02/frame-003140 1.0 0.639 0.29 58.904 1.378 0.11 300.908
seq09_02/frame-003150 1.0 0.627 0.295 52.907 1.292 0.111 276.938
seq09_02/frame-003160 1.0 0.675 0.318 51.316 1.146 0.286 246.699
seq09_02/frame-003170 1.0 0.748 0.37 57.817 2.247 0.349 226.076
seq09_02/frame-003180 1.0 0.601 0.446 89.977 3.888 0.297 242.554
seq09_02/frame-003190 1.0 0.371 0.408 107.338 4.767 0.298 274.186
seq09_02/frame-003200 1.0 0.384 0.335 111.636 5.991 0.259 316.125
seq09_02/frame-003210 1.0 0.337 0.276 125.014 6.659 0.232 314.131
seq09_02/frame-003220 1.0 0.318 0.263 126.328 7.033 0.2 314.131
seq09_02/frame-003230 1.0 0.373 0.258 115.787 5.296 0.214 322.133
seq09_02/frame-003240 1.0 0.332 0.306 100.523 4.33 0.465 312.112
seq09_02/frame-003250 1.0 0.533 0.381 51.644 2.314 0.381 351.394
seq09_02/frame-003260 1.0 0.474 0.34 56.965 3.066 0.218 385.527
seq09_02/frame-003270 1.0 0.43 0.293 61.966 5.228 0.238 431.705
seq09_02/frame-003280 1.0 0.416 0.3 73.897 6.407 0.231 458.297
seq09_02/frame-003290 1.0 0.343 0.322 81.878 8.049 0.219 465.79
seq09_02/frame-003300 1.0 0.316 0.292 130.815 8.545 0.381 405.093
seq09_02/frame-003310 1.0 0.228 0.296 135.136 13.875 0.493 346.135
seq09_02/frame-003320 1.0 0.206 0.308 137.235 21.529 0.524 329.411
seq09_02/frame-003330 1.0 0.209 0.309 136.938 23.16 0.511 334.226
seq09_02/frame-003340 1.0 0.211 0.31 137.433 22.642 0.534 328.472
seq09_02/frame-003350 1.0 0.217 0.312 137.745 23.789 0.534 325.082
seq09_02/frame-003360 1.0 0.231 0.308 137.443 23.237 0.549 323.277
seq09_02/frame-003370 0.995 0.319 0.319 145.853 13.501 0.729 251.79
seq09_02/frame-003380 0.511 0.452 0.221 123.325 11.232 1.14 299.701
seq09_02/frame-003390 0.469 0.417 0.212 120.128 27.348 1.416 264.196
seq09_02/frame-003400 0.463 0.375 0.225 121.879 15.411 1.624 250.418
seq09_02/frame-003410 0.914 0.102 0.223 122.509 11.475 1.495 175.637
seq09_02/frame-003420 1.0 -0.392 0.172 94.436 9.737 1.01 284.753
seq09_02/frame-003430 1.0 -0.245 0.155 89.998 7.267 0.343 323.949
seq09_02/frame-003440 1.0 -0.22 0.158 96.806 7.623 0.312 335.552
seq09_02/frame-003450 1.0 -0.205 0.159 100.163 7.655 0.31 336.773
seq09_02/frame-003460 1.0 -0.226 0.157 98.042 7.766 0.324 336.974
