frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq03_02/frame-001110 0.978 0.175 0.077 70.313 12.877 0.378 209.506
seq03_02/frame-001120 0.691 0.45 0.142 63.434 10.525 0.346 73.1619
seq03_02/frame-001130 0.995 0.608 0.167 65.629 6.067 0.107 108.942
seq03_02/frame-001140 0.567 0.805 0.091 70.54 5.853 0.053 191.959
seq03_02/frame-001150 0.416 0.824 0.108 64.17 5.943 0.048 269.052
seq03_02/frame-001160 0.329 0.794 0.104 61.385 6.605 0.048 240.517
seq03_02/frame-001170 0.157 0.837 0.072 51.548 8.518 0.058 264.579
seq03_02/frame-001180 0.105 0.572 0.057 52.555 14.315 0.066 300.637
seq03_02/frame-001190 0.4 0.31 0.128 100.315 11.818 0.24 248.727
seq03_02/frame-001200 0.749 0.234 0.1 92.173 10.852 0.24 204.472
seq03_02/frame-001210 1.0 0.435 0.086 81.196 7.932 0.161 197.588
seq03_02/frame-001220 1.0 0.716 0.095 78.46 8.263 0.173 191.213
seq03_02/frame-001230 1.0 0.691 0.096 80.065 9.409 0.158 154.907
seq03_02/frame-001240 1.0 0.731 0.075 65.716 7.737 0.149 184.572
seq03_02/frame-001250 1.0 0.773 0.059 55.44 7.105 0.142 190.574
seq03_02/frame-001260 1.0 0.783 0.052 52.168 6.648 0.139 192.945
seq03_02/frame-001270 1.0 0.741 0.07 63.282 7.148 0.152 194.312
seq03_02/frame-001280 1.0 0.705 0.089 76.951 8.959 0.17 188.787
seq03_02/frame-001290 1.0 0.55 0.11 85.123 9.473 0.249 164.794
seq03_02/frame-001300 1.0 0.33 0.117 84.253 10.937 0.324 173.888
seq03_02/frame-001310 1.0 0.37 0.084 69.834 11.716 0.353 134.697
seq03_02/frame-001320 1.0 0.327 0.057 55.823 16.189 0.46 135.696
seq03_02/frame-001330 1.0 0.255 0.072 54.355 13.261 0.543 148.395
seq03_02/frame-001340 1.0 0.273 0.087 53.539 12.647 0.58 161.328
seq03_02/frame-001350 1.0 0.571 0.035 40.695 15.244 0.565 204.053
seq03_02/frame-001360 1.0 0.604 0.015 28.026 14.448 0.626 281.756
seq03_02/frame-001370 1.0 0.428 0.028 37.836 10.785 0.646 150.463
seq03_02/frame-001380 1.0 0.327 0.025 40.256 13.076 0.768 80.9991
seq03_02/frame-001390 0.982 0.365 0.025 35.746 17.684 1.108 123.703
seq03_02/frame-001400 0.805 0.442 0.065 37.503 15.092 1.367 112.08
seq03_02/frame-001410 0.755 0.475 0.087 41.036 14.86 1.478 126.266
seq03_02/frame-001420 0.766 0.466 0.09 42.429 20.777 1.49 129.289
seq03_02/frame-001430 0.678 0.475 0.029 37.169 11.894 1.731 138.435
seq03_02/frame-001440 0.672 0.418 0.078 64.59 23.376 2.012 148.57
seq03_02/frame-001450 0.546 0.519 0.096 62.929 13.531 2.284 140.516
seq03_02/frame-001460 0.28 0.707 0.203 59.471 12.926 2.826 166.349
seq03_02/frame-001470 0.164 0.761 0.365 54.671 13.763 3.02 334.012
seq03_02/frame-001480 0.166 0.77 0.324 47.747 12.781 3.324 312.428
seq03_02/frame-001490 0.269 0.681 0.217 58.478 12.755 3.387 179.686
seq03_02/frame-001500 0.407 0.556 0.185 69.112 14.892 3.308 127.739
seq03_02/frame-001510 0.346 0.572 0.207 68.2 19.306 3.522 141.291
seq03_02/frame-001520 0.198 0.684 0.263 53.969 13.493 3.731 177.712
seq03_02/frame-001530 0.093 0.774 0.386 35.514 14.362 3.543 363.552
seq03_02/frame-001540 0.065 0.835 0.369 29.605 17.898 3.257 347.109
seq03_02/frame-001550 0.105 0.753 0.353 35.744 14.854 4.097 312.226
seq03_02/frame-001560 0.152 0.731 0.292 41.623 12.894 5.26 273.868
seq03_02/frame-001570 0.151 0.727 0.285 46.949 12.987 6.636 261.537
seq03_02/frame-001580 0.146 0.717 0.289 46.623 23.893 7.097 282.637
seq03_02/frame-001590 0.147 0.711 0.293 44.549 15.636 6.837 268.158
seq03_02/frame-001600 0.135 0.722 0.302 41.115 25.435 6.387 232.664
seq03_02/frame-001610 0.142 0.712 0.301 42.767 18.032 6.536 260.042
seq03_02/frame-001620 0.142 0.721 0.308 42.633 23.735 6.11 315.703
seq03_02/frame-001630 0.144 0.756 0.303 44.203 15.358 5.677 339.275
seq03_02/frame-001640 0.16 0.752 0.319 50.428 19.774 5.122 354.457
seq03_02/frame-001650 0.107 0.804 0.392 30.93 18.827 3.516 343.82
seq03_02/frame-001660 0.097 0.815 0.435 32.094 21.228 2.699 454.819
seq03_02/frame-001670 0.098 0.822 0.452 32.86 14.528 2.408 488.253
seq03_02/frame-001680 0.123 0.815 0.445 33.983 16.098 2.566 488.369
seq03_02/frame-001690 0.225 0.714 0.424 65.848 12.843 3.538 541.096
seq03_02/frame-001700 0.277 0.692 0.321 79.343 13.914 3.813 495.837
seq03_02/frame-001710 0.304 0.651 0.268 76.594 19.641 4.159 442.116
seq03_02/frame-001720 0.222 0.715 0.256 63.379 12.323 4.816 339.043
seq03_02/frame-001730 0.152 0.781 0.302 47.574 14.266 4.921 331.784
seq03_02/frame-001740 0.127 0.775 0.334 37.683 12.076 4.743 322.411
seq03_02/frame-001750 0.145 0.723 0.318 40.865 13.99 4.852 307.022
seq03_02/frame-001760 0.196 0.684 0.238 53.227 17.806 5.217 189.859
seq03_02/frame-001770 0.31 0.502 0.181 59.716 16.713 4.861 116.175
seq03_02/frame-001780 0.345 0.439 0.155 56.386 16.954 4.673 92.8463
seq03_02/frame-001790 0.345 0.441 0.15 56.059 14.907 4.807 96.6054
seq03_02/frame-001800 0.382 0.386 0.117 58.923 19.858 4.338 124.74
seq03_02/frame-001810 0.371 0.326 0.084 62.54 23.055 3.166 57.5695
seq03_02/frame-001820 0.384 0.286 0.153 59.385 18.167 2.593 120.669
seq03_02/frame-001830 0.346 0.408 0.203 51.248 20.853 1.955 141.801
seq03_02/frame-001840 0.386 0.284 0.157 59.403 17.429 2.614 115.91
seq03_02/frame-001850 0.343 0.448 0.154 58.272 14.796 4.624 100.758
seq03_02/frame-001860 0.127 0.714 0.239 45.324 14.014 4.893 152.022
seq03_02/frame-001870 0.061 0.709 0.323 27.039 14.04 2.716 190.3
seq03_02/frame-001880 0.029 0.879 0.338 21.798 16.403 2.043 192.587
seq03_02/frame-001890 0.02 0.924 0.353 57.103 14.286 2.225 192.107
seq03_02/frame-001900 0.024 0.92 0.353 54.268 16.11 3.476 141.8
seq03_02/frame-001910 0.023 0.924 0.332 46.094 14.339 3.461 153.326
seq03_02/frame-001920 0.053 0.837 0.228 82.924 13.715 2.885 105.268
seq03_02/frame-001930 0.111 0.717 0.219 100.389 14.901 2.476 158.205
seq03_02/frame-001940 0.167 0.583 0.252 140.664 15.113 2.29 112.836
seq03_02/frame-001950 0.201 0.471 0.282 144.118 15.634 1.697 123.331
seq03_02/frame-001960 0.314 0.352 0.431 167.751 16.951 1.599 46.4625
seq03_02/frame-001970 0.425 0.377 0.586 201.038 18.422 1.131 80.4998
seq03_02/frame-001980 0.49 0.413 0.657 225.198 20.057 1.04 119.48
seq03_02/frame-001990 0.478 0.607 0.657 234.553 12.391 1.196 150.909
seq03_02/frame-002000 0.382 0.599 0.538 186.269 13.619 1.255 285.294
seq03_02/frame-002010 0.419 0.587 0.627 220.526 10.982 1.418 155.195
seq03_02/frame-002020 0.377 0.366 0.542 203.644 14.37 1.274 98.0094
seq03_02/frame-002030 0.355 0.355 0.517 197.566 13.024 1.242 85.8084
seq03_02/frame-002040 0.441 0.589 0.64 241.421 10.577 1.46 163.665
seq03_02/frame-002050 0.359 0.566 0.578 202.645 14.371 1.626 294.531
seq03_02/frame-002060 0.355 0.52 0.57 213.957 11.968 1.837 189.792
seq03_02/frame-002070 0.255 0.474 0.428 166.917 12.922 2.54 153.275
seq03_02/frame-002080 0.181 0.472 0.37 139.072 12.749 2.972 118.112
seq03_02/frame-002090 0.204 0.477 0.391 160.736 14.796 3.06 75.6828
seq03_02/frame-002100 0.176 0.541 0.357 154.474 14.487 3.176 101.079
seq03_02/frame-002110 0.073 0.688 0.212 85.113 13.045 3.618 178.429
seq03_02/frame-002120 0.012 0.951 0.141 31.649 14.727 3.933 251.838
seq03_02/frame-002130 0.042 0.832 0.205 53.716 21.04 3.901 211.145
seq03_02/frame-002140 0.046 0.845 0.323 79.662 19.355 3.832 225.762
seq03_02/frame-002150 0.047 0.839 0.359 85.605 29.105 3.908 229.621
seq03_02/frame-002160 0.034 0.844 0.276 61.839 25.465 3.434 148.892
seq03_02/frame-002170 0.012 0.955 0.212 30.853 16.693 3.188 158.949
seq03_02/frame-002180 0.046 0.823 0.235 51.682 13.461 3.026 186.501
seq03_02/frame-002190 0.235 0.528 0.437 141.417 12.255 2.361 258.387
seq03_02/frame-002200 0.446 0.585 0.624 252.385 15.022 1.367 251.804
seq03_02/frame-002210 0.45 0.513 0.576 261.282 14.553 1.122 192.62
seq03_02/frame-002220 0.332 0.463 0.439 198.024 18.496 0.929 178.897
seq03_02/frame-002230 0.363 0.444 0.474 201.857 23.418 0.977 181.033
seq03_02/frame-002240 0.527 0.461 0.561 261.766 13.6 0.949 295.978
seq03_02/frame-002250 0.582 0.134 0.633 317.981 18.442 0.673 293.342
seq03_02/frame-002260 0.585 0.357 0.651 301.702 16.945 0.627 275.708
seq03_02/frame-002270 0.474 0.374 0.658 274.181 14.271 0.639 262.328
seq03_02/frame-002280 0.386 0.392 0.59 217.074 18.05 0.645 269.439
seq03_02/frame-002290 0.406 0.377 0.64 250.105 13.203 0.611 331.709
seq03_02/frame-002300 0.45 0.397 0.653 260.34 16.617 0.617 323.542
seq03_02/frame-002310 0.474 0.41 0.629 240.503 16.724 0.622 338.563
seq03_02/frame-002320 0.457 0.402 0.638 245.356 19.725 0.615 310.138
seq03_02/frame-002330 0.425 0.403 0.612 235.88 17.042 0.629 313.195
seq03_02/frame-002340 0.349 0.4 0.549 186.442 12.277 0.642 332.892
seq03_02/frame-002350 0.231 0.414 0.357 105.891 12.292 0.622 238.577
seq03_02/frame-002360 0.122 0.482 0.202 55.8 12.231 0.59 191.511
seq03_02/frame-002370 0.084 0.512 0.046 17.406 13.507 0.419 231.193
seq03_02/frame-002380 0.059 0.688 0.017 15.76 14.538 0.385 145.209
seq03_02/frame-002390 0.047 0.793 0.017 17.832 14.56 0.406 103.083
seq03_02/frame-002400 0.04 0.866 0.018 20.232 13.968 0.455 106.305
seq03_02/frame-002410 0.037 0.893 0.03 21.731 11.275 0.493 82.1867
seq03_02/frame-002420 0.035 0.92 0.032 21.805 13.496 0.433 149.987
seq03_02/frame-002430 0.033 0.903 0.114 23.254 11.8 0.447 140.477
seq03_02/frame-002440 0.03 0.925 0.18 23.731 13.776 0.396 205.891
seq03_02/frame-002450 0.033 0.917 0.161 23.259 10.668 0.361 182.951
seq03_02/frame-002460 0.038 0.909 0.102 23.126 12.506 0.336 126.97
seq03_02/frame-002470 0.044 0.856 0.135 27.403 10.959 0.41 111.511
seq03_02/frame-002480 0.051 0.924 0.053 26.646 10.67 0.429 91.0407
seq03_02/frame-002490 0.056 0.822 0.114 41.672 10.935 0.635 105.232
seq03_02/frame-002500 0.027 0.91 0.3 44.81 12.023 0.586 205.358
seq03_02/frame-002510 0.022 0.88 0.467 45.481 12.133 0.435 100.842
seq03_02/frame-002520 0.017 0.9 0.457 40.803 17.734 0.369 91.2757
seq03_02/frame-002530 0.018 0.91 0.441 41.912 16.719 0.424 73.0219
seq03_02/frame-002540 0.027 0.906 0.293 40.699 14.679 0.582 48.0416
seq03_02/frame-002550 0.024 0.915 0.23 39.442 20.031 0.658 131.852
seq03_02/frame-002560 0.017 0.915 0.286 36.869 12.656 0.705 36.4537
seq03_02/frame-002570 0.017 0.948 0.327 33.219 12.981 0.625 65.8539
seq03_02/frame-002580 0.022 0.942 0.368 36.091 12.916 0.517 54.7034
seq03_02/frame-002590 0.025 0.94 0.463 37.387 13.11 0.453 43.2287
seq03_02/frame-002600 0.038 0.914 0.493 34.245 11.863 0.367 60.8665
seq03_02/frame-002610 0.037 0.909 0.487 42.146 12.375 0.297 104.765
seq03_02/frame-002620 0.034 0.882 0.373 53.03 12.348 0.249 157.045
seq03_02/frame-002630 0.027 0.835 0.368 47.418 12.828 0.191 136.143
seq03_02/frame-002640 0.034 0.789 0.361 55.082 13.78 0.274 85.1102
seq03_02/frame-002650 0.033 0.809 0.321 48.742 13.479 0.312 95.9493
seq03_02/frame-002660 0.03 0.824 0.282 42.432 28.257 0.246 90.1943
seq03_02/frame-002670 0.031 0.83 0.292 42.909 20.007 0.264 66.9429
seq03_02/frame-002680 0.034 0.832 0.299 45.077 35.93 0.27 88.6301
seq03_02/frame-002690 0.035 0.82 0.313 46.146 30.635 0.263 97.7756
seq03_02/frame-002700 0.035 0.815 0.313 46.342 32.976 0.26 80.0378
seq03_02/frame-002710 0.044 0.787 0.329 52.144 34.677 0.255 60.2784
seq03_02/frame-002720 0.055 0.768 0.327 60.513 34.145 0.257 103.97
seq03_02/frame-002730 0.063 0.752 0.27 61.134 23.648 0.257 143.242
seq03_02/frame-002740 0.072 0.721 0.158 54.421 15.189 0.28 114.584
seq03_02/frame-002750 0.129 0.67 0.078 48.07 18.632 0.23 141.965
seq03_02/frame-002760 0.11 0.741 0.035 51.744 20.027 0.196 127.455
seq03_02/frame-002770 0.105 0.732 0.094 51.624 66.729 0.183 123.965
seq03_02/frame-002780 0.1 0.736 0.071 54.35 33.567 0.265 122.206
seq03_02/frame-002790 0.104 0.743 0.047 53.164 46.65 0.304 143.541
seq03_02/frame-002800 0.12 0.716 0.052 52.608 22.995 0.325 161.549
seq03_02/frame-002810 0.149 0.688 0.094 44.105 17.533 0.195 72.4044
seq03_02/frame-002820 0.138 0.663 0.251 47.538 14.663 0.135 49.9384
seq03_02/frame-002830 0.138 0.616 0.368 55.668 15.565 0.167 91.4426
seq03_02/frame-002840 0.098 0.699 0.441 68.796 15.367 0.341 129.119
seq03_02/frame-002850 0.058 0.813 0.484 60.336 12.65 0.366 68.7581
seq03_02/frame-002860 0.037 0.887 0.487 56.676 15.063 0.303 154.893
seq03_02/frame-002870 0.04 0.907 0.502 53.213 16.005 0.323 78.0998
seq03_02/frame-002880 0.033 0.907 0.596 42.517 17.402 0.349 46.5915
seq03_02/frame-002890 0.036 0.894 0.635 36.633 20.142 0.31 49.7247
seq03_02/frame-002900 0.033 0.901 0.617 35.97 34.296 0.258 47.8798
seq03_02/frame-002910 0.027 0.926 0.674 34.369 28.26 0.227 60.2733
seq03_02/frame-002920 0.026 0.927 0.745 37.738 22.128 0.207 46.0322
seq03_02/frame-002930 0.025 0.919 0.836 39.608 14.788 0.193 143.378
seq03_02/frame-002940 0.022 0.954 0.542 38.867 13.18 0.213 104.273
seq03_02/frame-002950 0.024 0.941 0.338 37.864 14.664 0.256 240.781
seq03_02/frame-002960 0.026 0.911 0.256 35.122 20.926 0.546 212.163
seq03_02/frame-002970 0.026 0.918 0.247 36.764 17.092 0.539 195.02
seq03_02/frame-002980 0.027 0.917 0.283 39.678 16.842 0.395 124.557
seq03_02/frame-002990 0.03 0.895 0.301 41.568 22.585 0.327 183.381
seq03_02/frame-003000 0.038 0.795 0.321 60.666 15.937 0.306 51.7458
seq03_02/frame-003010 0.037 0.809 0.558 60.477 10.632 0.293 133.005
seq03_02/frame-003020 0.032 0.815 0.673 58.233 13.165 0.116 131.676
seq03_02/frame-003030 0.035 0.813 0.671 56.124 30.37 0.097 158.232
seq03_02/frame-003040 0.034 0.811 0.647 56.353 18.819 0.106 121.704
seq03_02/frame-003050 0.027 0.835 0.527 58.515 21.552 0.288 57.2336
seq03_02/frame-003060 0.032 0.796 0.598 60.672 22.312 0.329 185.2
seq03_02/frame-003070 0.048 0.732 0.586 67.64 23.291 0.316 189.306
seq03_02/frame-003080 0.053 0.743 0.505 64.975 16.199 0.296 162.086
seq03_02/frame-003090 0.065 0.721 0.401 58.698 13.501 0.305 181.729
seq03_02/frame-003100 0.073 0.707 0.341 56.054 10.909 0.358 232.297
seq03_02/frame-003110 0.076 0.706 0.342 53.367 21.095 0.389 173.479
seq03_02/frame-003120 0.082 0.681 0.358 52.441 22.431 0.383 115.579
seq03_02/frame-003130 0.093 0.581 0.399 53.938 13.357 0.317 104.358
seq03_02/frame-003140 0.101 0.45 0.364 47.411 14.725 0.199 92.9074
seq03_02/frame-003150 0.131 0.293 0.297 64.155 16.996 0.283 158.645
seq03_02/frame-003160 0.111 0.319 0.347 49.004 18.16 0.294 40.5253
seq03_02/frame-003170 0.114 0.377 0.291 58.951 25.288 0.495 102.403
seq03_02/frame-003180 0.113 0.492 0.285 75.013 22.986 0.648 126.229
seq03_02/frame-003190 0.106 0.66 0.298 118.443 20.016 0.709 105.925
seq03_02/frame-003200 0.14 0.543 0.471 144.683 14.823 0.53 119.016
seq03_02/frame-003210 0.144 0.5 0.54 156.148 16.967 0.456 130.002
seq03_02/frame-003220 0.148 0.525 0.497 143.603 16.884 0.444 185.735
seq03_02/frame-003230 0.15 0.52 0.486 142.617 18.909 0.454 222.566
seq03_02/frame-003240 0.151 0.51 0.476 141.325 20.437 0.463 237.256
seq03_02/frame-003250 0.145 0.499 0.501 140.026 19.657 0.489 238.402
seq03_02/frame-003260 0.13 0.434 0.748 194.405 14.567 0.491 262.041
seq03_02/frame-003270 0.118 0.384 0.811 215.859 12.886 0.443 348.098
seq03_02/frame-003280 0.096 0.374 0.829 212.291 14.321 0.499 411.906
seq03_02/frame-003290 0.072 0.512 0.8 197.299 15.866 0.516 483.768
seq03_02/frame-003300 0.077 0.489 0.771 199.419 14.113 0.497 454.407
seq03_02/frame-003310 0.071 0.535 0.768 200.697 15.198 0.457 503.298
seq03_02/frame-003320 0.073 0.547 0.745 207.293 16.804 0.388 598.564
seq03_02/frame-003330 0.081 0.483 0.778 237.831 16.37 0.325 561.342
seq03_02/frame-003340 0.118 0.306 0.81 245.382 16.254 0.252 398.952
seq03_02/frame-003350 0.15 0.396 0.812 255.703 14.927 0.266 305.18
seq03_02/frame-003360 0.152 0.489 0.79 249.667 15.529 0.319 246.572
seq03_02/frame-003370 0.164 0.465 0.713 226.955 15.308 0.341 211.607
seq03_02/frame-003380 0.169 0.467 0.638 204.86 17.636 0.354 186.529
seq03_02/frame-003390 0.165 0.476 0.646 201.397 16.406 0.354 180.353
seq03_02/frame-003400 0.141 0.525 0.803 233.451 14.377 0.327 213.816
seq03_02/frame-003410 0.134 0.422 0.879 253.034 15.594 0.265 307.749
seq03_02/frame-003420 0.09 0.332 0.879 244.541 15.584 0.256 461.856
seq03_02/frame-003430 0.078 0.521 0.819 216.029 12.878 0.323 597.357
seq03_02/frame-003440 0.069 0.473 0.945 203.603 13.938 0.235 527.504
seq03_02/frame-003450 0.061 0.291 0.995 192.259 13.327 0.18 366.906
