frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq01_02/frame-000078	0.227	0.211	0.13	199.562	57.412	2.478	180.231
seq01_02/frame-000079	0.218	0.222	0.134	189.388	84.087	2.462	177.548
seq01_02/frame-000080	0.208	0.238	0.134	178.39	73.788	2.447	173.392
seq01_02/frame-000081	0.183	0.293	0.13	159.304	90.799	2.259	168.984
seq01_02/frame-000082	0.178	0.308	0.127	154.27	94.786	2.233	165.298
seq01_02/frame-000083	0.174	0.322	0.125	149.633	121.734	2.202	160.083
seq01_02/frame-000084	0.169	0.335	0.125	146.725	109.709	2.168	156.586
seq01_02/frame-000085	0.164	0.348	0.125	144.288	106.168	2.143	153.244
seq01_02/frame-000086	0.155	0.375	0.127	141.198	111.404	2.103	149.939
seq01_02/frame-000087	0.147	0.402	0.128	138.781	144.655	2.083	148.004
seq01_02/frame-000088	0.14	0.425	0.129	136.495	105.228	2.048	144.741
seq01_02/frame-000089	0.136	0.44	0.129	135.079	114.783	2.015	142.163
seq01_02/frame-000090	0.13	0.463	0.129	133.47	117.991	1.994	140.141
seq01_02/frame-000091	0.124	0.49	0.128	131.658	109.52	1.957	136.807
seq01_02/frame-000092	0.12	0.506	0.128	130.992	74.371	1.943	133.646
seq01_02/frame-000093	0.116	0.52	0.128	130.649	50.801	1.885	130.261
seq01_02/frame-000094	0.114	0.528	0.128	131.214	80.242	1.834	124.81
seq01_02/frame-000095	0.108	0.547	0.127	129.815	92.58	1.819	123.194
seq01_02/frame-000096	0.103	0.565	0.128	128.038	97.532	1.826	122.318
seq01_02/frame-000097	0.105	0.554	0.127	126.676	34.244	1.748	119.811
seq01_02/frame-000098	0.109	0.548	0.123	125.125	45.749	1.763	122.185
seq01_02/frame-000099	0.109	0.546	0.121	124.665	96.542	1.767	121.858
seq01_02/frame-000100	0.108	0.549	0.119	124.415	72.815	1.775	122.523
seq01_02/frame-000101	0.108	0.556	0.114	123.332	46.613	1.793	125.455
seq01_02/frame-000102	0.11	0.556	0.11	122.053	44.373	1.811	128.115
seq01_02/frame-000103	0.111	0.56	0.108	121.402	51.479	1.835	130.647
seq01_02/frame-000104	0.109	0.573	0.106	121.512	51.692	1.864	133.937
seq01_02/frame-000105	0.109	0.582	0.105	121.591	39.493	1.876	136.622
seq01_02/frame-000106	0.11	0.59	0.106	122.046	35.728	1.892	141.215
seq01_02/frame-000107	0.115	0.593	0.108	123.627	35.824	1.948	131.515
seq01_02/frame-000108	0.119	0.6	0.107	126.938	36.483	1.996	119.907
seq01_02/frame-000109	0.128	0.598	0.111	135.44	34.25	2.053	108.131
seq01_02/frame-000110	0.136	0.594	0.117	144.708	30.197	2.115	100.06
seq01_02/frame-000111	0.137	0.596	0.134	160.357	26.024	2.173	96.1394
seq01_02/frame-000112	0.137	0.593	0.16	183.447	22.302	2.269	100.637
seq01_02/frame-000113	0.136	0.586	0.175	196.01	31.335	2.321	108.112
seq01_02/frame-000114	0.135	0.582	0.185	204.779	62.366	2.354	116.536
seq01_02/frame-000115	0.133	0.589	0.199	213.124	61.836	2.393	108.854
seq01_02/frame-000116	0.132	0.593	0.212	220.131	60.213	2.424	98.3584
seq01_02/frame-000117	0.135	0.575	0.225	230.296	63.349	2.443	88.1474
seq01_02/frame-000118	0.14	0.549	0.24	242.169	55.718	2.508	83.8763
seq01_02/frame-000119	0.144	0.527	0.251	250.643	68.35	2.549	84.3533
seq01_02/frame-000120	0.149	0.499	0.26	258.42	66.79	2.586	85.2727
seq01_02/frame-000121	0.155	0.462	0.267	266.275	51.874	2.618	90.2592
seq01_02/frame-000122	0.159	0.431	0.271	271.939	48.295	2.631	94.5365
seq01_02/frame-000123	0.162	0.41	0.273	277.463	73.187	2.658	101.06
seq01_02/frame-000124	0.163	0.403	0.275	281.368	79.813	2.67	106.149
seq01_02/frame-000125	0.164	0.398	0.276	285.378	77.017	2.679	102.121
seq01_02/frame-000126	0.167	0.389	0.278	290.019	121.195	2.672	99.5366
seq01_02/frame-000127	0.168	0.382	0.279	292.587	138.681	2.668	99.5005
seq01_02/frame-000128	0.169	0.38	0.279	294.486	251.556	2.675	98.57
seq01_02/frame-000129	0.169	0.382	0.28	296.502	537.716	2.67	98.9838
seq01_02/frame-000130	0.17	0.38	0.281	297.695	509.642	2.664	99.8173
seq01_02/frame-000131	0.17	0.379	0.281	298.777	671.082	2.652	100.703
seq01_02/frame-000132	0.17	0.381	0.282	300.477	714.485	2.636	103.137
seq01_02/frame-000133	0.17	0.384	0.283	301.468	486.731	2.633	103.383
seq01_02/frame-000134	0.17	0.384	0.285	303.384	290.798	2.622	103.797
seq01_02/frame-000135	0.172	0.376	0.286	305.734	227.289	2.619	103.363
seq01_02/frame-000136	0.174	0.366	0.287	308.334	187.931	2.613	103.606
seq01_02/frame-000137	0.177	0.346	0.291	312.731	215.48	2.604	105.357
seq01_02/frame-000138	0.182	0.31	0.298	321.293	147.581	2.606	111.36
seq01_02/frame-000139	0.187	0.276	0.304	329.578	108.144	2.601	117.95
seq01_02/frame-000140	0.192	0.23	0.311	339.277	72.39	2.609	125.784
seq01_02/frame-000141	0.202	0.159	0.323	354.322	86.888	2.619	140.419
seq01_02/frame-000142	0.209	0.114	0.335	368.89	56.534	2.611	154.505
seq01_02/frame-000143	0.218	0.071	0.349	385.755	51.437	2.637	171.717
seq01_02/frame-000144	0.226	0.037	0.357	398.4	59.229	2.819	183.92
seq01_02/frame-000145	0.232	0.014	0.362	408.762	55.161	2.88	186.49
seq01_02/frame-000146	0.24	0.001	0.359	409.335	44.809	2.98	181.39
seq01_02/frame-000147	0.248	-0.008	0.355	408.016	46.928	3.013	179.168
seq01_02/frame-000148	0.254	-0.015	0.355	410.671	44.59	3.016	179.438
seq01_02/frame-000149	0.264	-0.037	0.353	417.314	34.409	3.017	181.722
seq01_02/frame-000150	0.275	-0.058	0.351	421.353	32.943	2.994	184.497
seq01_02/frame-000151	0.287	-0.063	0.348	420.928	46.265	2.934	189.507
seq01_02/frame-000152	0.299	-0.042	0.34	411.35	42.99	2.866	199.667
seq01_02/frame-000153	0.309	-0.021	0.338	407.117	43.515	2.79	209.109
seq01_02/frame-000154	0.321	0.011	0.347	416.97	44.542	2.567	222.915
seq01_02/frame-000155	0.335	0.023	0.363	432.128	42.787	2.441	234.473
seq01_02/frame-000156	0.347	0.043	0.379	448.094	48.238	2.407	246.755
seq01_02/frame-000157	0.357	0.086	0.395	465.338	40.863	2.4	262.644
seq01_02/frame-000158	0.366	0.113	0.4	472.474	43.904	2.41	274.375
seq01_02/frame-000159	0.373	0.137	0.402	476.027	50.94	2.425	286.213
seq01_02/frame-000160	0.376	0.191	0.398	473.801	42.64	2.608	306.057
seq01_02/frame-000161	0.371	0.24	0.392	463.041	62.216	2.654	320.202
seq01_02/frame-000162	0.367	0.267	0.388	454.758	57.187	2.649	330.367
seq01_02/frame-000163	0.358	0.304	0.377	439.942	60.598	2.652	344.307
seq01_02/frame-000164	0.351	0.328	0.37	429.637	66.836	2.643	354.0
seq01_02/frame-000165	0.346	0.344	0.363	419.06	91.509	2.616	362.213
seq01_02/frame-000166	0.34	0.357	0.356	404.963	62.912	2.593	369.569
seq01_02/frame-000167	0.333	0.374	0.343	381.541	108.95	2.541	381.633
seq01_02/frame-000168	0.332	0.379	0.337	370.597	112.419	2.52	386.854
seq01_02/frame-000169	0.333	0.378	0.337	369.762	86.834	2.535	384.055
seq01_02/frame-000170	0.334	0.374	0.339	373.767	123.004	2.546	381.168
seq01_02/frame-000171	0.334	0.375	0.338	372.848	103.965	2.552	377.706
seq01_02/frame-000172	0.335	0.374	0.336	374.858	43.857	2.579	371.628
seq01_02/frame-000173	0.338	0.365	0.337	385.565	31.885	2.602	362.072
seq01_02/frame-000174	0.345	0.346	0.339	401.907	32.686	2.701	347.493
seq01_02/frame-000175	0.348	0.334	0.34	409.012	36.536	2.754	338.485
seq01_02/frame-000176	0.35	0.319	0.345	416.501	43.543	2.8	329.529
seq01_02/frame-000177	0.351	0.314	0.347	419.39	73.29	2.812	325.219
seq01_02/frame-000178	0.349	0.321	0.345	417.556	103.36	2.801	322.762
seq01_02/frame-000179	0.341	0.346	0.339	408.868	68.177	2.782	318.932
seq01_02/frame-000180	0.332	0.367	0.332	400.259	66.431	2.775	315.232
seq01_02/frame-000181	0.325	0.384	0.327	391.348	59.076	2.772	311.423
seq01_02/frame-000182	0.316	0.405	0.32	379.638	53.086	2.781	304.715
seq01_02/frame-000183	0.311	0.414	0.317	373.01	46.549	2.794	298.361
seq01_02/frame-000184	0.303	0.425	0.314	366.419	38.574	2.821	290.239
seq01_02/frame-000185	0.292	0.442	0.31	356.979	36.96	2.865	277.006
seq01_02/frame-000186	0.285	0.448	0.308	352.684	39.364	2.907	265.77
seq01_02/frame-000187	0.281	0.442	0.312	355.057	27.852	2.97	252.347
seq01_02/frame-000188	0.28	0.433	0.317	360.603	25.578	3.022	243.326
seq01_02/frame-000189	0.279	0.422	0.321	364.018	37.187	3.067	234.492
seq01_02/frame-000190	0.28	0.406	0.324	366.567	42.194	3.101	225.938
seq01_02/frame-000191	0.284	0.391	0.328	370.58	59.396	3.118	221.606
seq01_02/frame-000192	0.287	0.381	0.33	373.673	123.533	3.124	217.575
seq01_02/frame-000193	0.288	0.382	0.331	372.477	111.264	3.096	216.128
seq01_02/frame-000194	0.284	0.396	0.328	366.018	75.667	3.056	216.292
seq01_02/frame-000195	0.28	0.409	0.325	359.356	68.942	3.013	217.066
seq01_02/frame-000196	0.273	0.432	0.321	348.937	61.556	2.949	219.335
seq01_02/frame-000197	0.266	0.45	0.318	339.097	75.59	2.909	221.259
seq01_02/frame-000198	0.261	0.461	0.316	331.445	124.865	2.875	221.729
seq01_02/frame-000199	0.259	0.46	0.317	331.012	68.738	2.88	218.65
seq01_02/frame-000200	0.259	0.453	0.319	333.777	47.801	2.896	213.699
seq01_02/frame-000201	0.259	0.445	0.322	336.506	59.652	2.917	207.026
seq01_02/frame-000202	0.257	0.441	0.323	336.545	58.346	2.931	202.32
seq01_02/frame-000203	0.256	0.437	0.324	336.467	73.47	2.939	197.922
seq01_02/frame-000204	0.254	0.43	0.325	335.785	86.413	2.943	192.777
seq01_02/frame-000205	0.254	0.426	0.326	334.983	92.998	2.938	189.772
seq01_02/frame-000206	0.251	0.423	0.326	332.282	53.869	2.938	185.647
seq01_02/frame-000207	0.25	0.402	0.327	331.229	24.29	2.97	176.586
seq01_02/frame-000208	0.251	0.377	0.329	332.456	20.064	3.013	168.051
seq01_02/frame-000209	0.248	0.354	0.33	329.742	50.194	3.039	159.762
seq01_02/frame-000210	0.244	0.353	0.329	323.255	60.702	3.01	157.982
seq01_02/frame-000211	0.238	0.357	0.328	316.524	51.828	2.977	156.531
seq01_02/frame-000212	0.23	0.356	0.327	308.378	38.657	2.954	151.877
seq01_02/frame-000213	0.219	0.364	0.326	301.013	25.258	2.938	147.437
seq01_02/frame-000214	0.203	0.385	0.324	290.559	22.855	2.899	145.332
seq01_02/frame-000215	0.189	0.413	0.307	264.245	38.21	2.802	146.711
seq01_02/frame-000216	0.183	0.419	0.288	240.418	46.784	2.705	148.774
seq01_02/frame-000217	0.18	0.417	0.269	217.678	32.639	2.622	150.49
seq01_02/frame-000218	0.177	0.409	0.253	196.354	21.554	2.529	147.611
seq01_02/frame-000219	0.172	0.406	0.241	180.525	11.835	2.468	145.548
seq01_02/frame-000220	0.161	0.414	0.223	153.958	9.144	2.1	147.068
seq01_02/frame-000221	0.15	0.431	0.21	133.69	9.581	2.044	153.761
seq01_02/frame-000222	0.144	0.439	0.202	117.383	12.884	2.025	162.885
seq01_02/frame-000223	0.139	0.446	0.193	98.309	22.18	1.988	157.549
seq01_02/frame-000224	0.134	0.446	0.187	85.03	28.862	1.96	154.179
seq01_02/frame-000225	0.133	0.437	0.187	78.185	49.737	1.925	155.419
seq01_02/frame-000226	0.136	0.417	0.188	73.535	39.995	1.83	161.513
seq01_02/frame-000227	0.138	0.403	0.185	70.452	46.966	1.791	165.408
seq01_02/frame-000228	0.14	0.394	0.186	69.404	97.241	1.757	168.321
seq01_02/frame-000229	0.142	0.389	0.189	69.075	42.337	1.719	166.597
seq01_02/frame-000230	0.143	0.391	0.189	69.304	36.184	1.686	164.128
seq01_02/frame-000231	0.145	0.394	0.189	70.728	52.497	1.642	162.128
seq01_02/frame-000232	0.148	0.39	0.189	71.886	43.983	1.608	163.578
seq01_02/frame-000233	0.151	0.385	0.19	72.555	31.662	1.575	166.209
seq01_02/frame-000234	0.155	0.376	0.192	73.985	23.372	1.532	171.742
seq01_02/frame-000235	0.162	0.361	0.195	78.689	30.718	1.471	179.014
seq01_02/frame-000236	0.168	0.349	0.198	83.305	55.91	1.438	182.96
seq01_02/frame-000237	0.176	0.328	0.207	94.509	46.285	1.394	162.729
seq01_02/frame-000238	0.18	0.314	0.214	102.687	61.54	1.343	145.215
seq01_02/frame-000239	0.182	0.31	0.216	105.445	38.292	1.329	138.486
seq01_02/frame-000240	0.185	0.303	0.218	108.592	49.768	1.316	129.919
seq01_02/frame-000241	0.187	0.297	0.219	109.972	49.845	1.309	124.445
seq01_02/frame-000242	0.191	0.287	0.219	111.304	77.544	1.367	117.306
seq01_02/frame-000243	0.193	0.283	0.219	111.464	29.64	1.413	111.578
seq01_02/frame-000244	0.194	0.281	0.216	109.938	47.3	1.44	107.137
seq01_02/frame-000245	0.198	0.27	0.216	110.364	21.991	1.515	102.664
seq01_02/frame-000246	0.202	0.259	0.217	111.947	56.252	1.541	98.487
seq01_02/frame-000247	0.204	0.257	0.216	111.446	41.976	1.554	94.7077
seq01_02/frame-000248	0.204	0.263	0.209	107.419	40.024	1.555	91.9443
seq01_02/frame-000249	0.203	0.266	0.204	104.133	28.572	1.554	92.7366
seq01_02/frame-000250	0.206	0.256	0.201	105.283	18.272	1.607	95.4449
seq01_02/frame-000251	0.208	0.242	0.198	106.817	23.357	1.678	96.9518
seq01_02/frame-000252	0.209	0.233	0.197	106.917	21.169	1.693	96.4959
seq01_02/frame-000253	0.212	0.22	0.198	108.946	18.188	1.699	95.8801
seq01_02/frame-000254	0.214	0.212	0.2	110.411	20.221	1.706	97.3024
seq01_02/frame-000255	0.216	0.206	0.201	112.251	30.216	1.704	99.2365
seq01_02/frame-000256	0.221	0.198	0.206	118.186	28.72	1.699	99.9208
seq01_02/frame-000257	0.223	0.192	0.209	120.848	27.795	1.696	101.138
seq01_02/frame-000258	0.23	0.17	0.216	126.342	23.822	1.706	113.771
seq01_02/frame-000259	0.236	0.145	0.226	132.752	18.826	1.719	136.871
seq01_02/frame-000260	0.239	0.139	0.232	136.027	13.468	1.741	161.24
seq01_02/frame-000261	0.239	0.153	0.235	136.246	15.746	1.8	162.135
seq01_02/frame-000262	0.237	0.167	0.239	139.187	17.486	1.85	147.771
seq01_02/frame-000263	0.236	0.18	0.24	140.002	15.374	1.888	136.857
seq01_02/frame-000264	0.233	0.194	0.239	139.508	15.497	1.911	133.177
seq01_02/frame-000265	0.228	0.218	0.238	139.089	14.481	1.923	132.754
seq01_02/frame-000266	0.224	0.238	0.234	134.319	11.662	1.944	135.065
seq01_02/frame-000267	0.221	0.248	0.225	128.326	9.49	1.959	138.942
seq01_02/frame-000268	0.212	0.277	0.214	121.854	8.661	1.982	146.492
seq01_02/frame-000269	0.199	0.32	0.196	110.916	8.292	2.021	144.884
seq01_02/frame-000270	0.192	0.346	0.183	101.682	9.764	2.033	141.163
seq01_02/frame-000271	0.186	0.371	0.174	95.809	17.438	2.034	139.255
seq01_02/frame-000272	0.182	0.39	0.163	88.214	27.224	2.019	140.295
seq01_02/frame-000273	0.178	0.404	0.156	83.602	19.414	1.998	141.132
seq01_02/frame-000274	0.173	0.43	0.147	79.26	12.419	2.003	141.591
seq01_02/frame-000275	0.167	0.457	0.137	75.398	10.899	2.006	143.374
seq01_02/frame-000276	0.161	0.488	0.129	73.244	8.826	2.296	147.109
seq01_02/frame-000277	0.152	0.528	0.124	75.432	13.418	2.311	155.829
seq01_02/frame-000278	0.15	0.541	0.125	77.174	16.368	2.335	161.286
seq01_02/frame-000279	0.149	0.544	0.126	79.037	10.359	2.317	164.945
seq01_02/frame-000280	0.147	0.551	0.129	82.909	11.423	2.255	169.901
seq01_02/frame-000281	0.146	0.557	0.131	84.944	16.584	2.221	173.54
seq01_02/frame-000282	0.144	0.566	0.132	86.65	18.064	2.207	179.001
seq01_02/frame-000283	0.137	0.586	0.134	91.864	17.748	2.205	194.075
seq01_02/frame-000284	0.135	0.591	0.135	95.151	22.809	2.195	203.2
seq01_02/frame-000285	0.132	0.596	0.136	98.98	17.436	2.174	216.12
seq01_02/frame-000286	0.128	0.604	0.138	105.009	15.039	2.148	232.511
seq01_02/frame-000287	0.125	0.611	0.14	109.776	18.163	1.907	247.521
seq01_02/frame-000288	0.125	0.614	0.142	113.955	24.739	1.873	262.959
seq01_02/frame-000289	0.124	0.619	0.143	116.742	26.819	1.872	276.588
seq01_02/frame-000290	0.123	0.628	0.142	119.826	25.518	1.876	294.267
seq01_02/frame-000291	0.121	0.637	0.142	122.703	32.793	1.886	317.235
seq01_02/frame-000292	0.122	0.638	0.142	123.893	32.55	1.896	329.533
seq01_02/frame-000293	0.123	0.637	0.142	125.094	37.413	1.893	341.408
seq01_02/frame-000294	0.123	0.639	0.14	124.998	46.827	1.902	354.4
seq01_02/frame-000295	0.123	0.639	0.138	122.411	44.046	1.896	359.181
seq01_02/frame-000296	0.122	0.643	0.134	120.083	49.452	1.896	368.156
seq01_02/frame-000297	0.119	0.655	0.133	120.184	47.861	1.9	380.156
seq01_02/frame-000298	0.116	0.665	0.131	120.59	48.676	1.911	380.331
seq01_02/frame-000299	0.112	0.681	0.13	121.941	32.933	1.918	373.807
seq01_02/frame-000300	0.11	0.691	0.131	124.849	33.95	1.936	367.013
seq01_02/frame-000301	0.11	0.692	0.136	130.104	35.072	1.947	362.436
seq01_02/frame-000302	0.111	0.691	0.138	133.082	50.873	1.94	361.906
seq01_02/frame-000303	0.111	0.689	0.138	132.024	60.861	1.93	364.245
seq01_02/frame-000304	0.111	0.689	0.135	129.428	56.061	1.908	367.336
seq01_02/frame-000305	0.112	0.686	0.136	129.906	31.546	1.893	369.895
seq01_02/frame-000306	0.112	0.684	0.139	131.915	65.508	1.886	370.539
seq01_02/frame-000307	0.112	0.686	0.139	132.191	56.603	1.874	370.523
seq01_02/frame-000308	0.113	0.684	0.14	132.384	52.008	1.856	372.353
seq01_02/frame-000309	0.113	0.684	0.139	131.686	107.573	1.839	373.191
seq01_02/frame-000310	0.113	0.688	0.139	130.939	78.91	1.822	370.747
seq01_02/frame-000311	0.112	0.692	0.141	131.826	46.854	1.818	367.154
seq01_02/frame-000312	0.112	0.698	0.141	132.2	37.723	1.819	362.653
seq01_02/frame-000313	0.111	0.704	0.142	132.23	41.134	1.804	357.179
seq01_02/frame-000314	0.111	0.708	0.142	131.965	47.494	1.783	353.936
seq01_02/frame-000315	0.111	0.711	0.142	131.22	43.201	1.761	351.914
seq01_02/frame-000316	0.112	0.713	0.144	132.136	88.03	1.73	349.613
seq01_02/frame-000317	0.113	0.711	0.146	132.319	46.748	1.7	351.508
seq01_02/frame-000318	0.115	0.707	0.148	130.673	65.751	1.662	355.257
seq01_02/frame-000319	0.116	0.707	0.151	132.017	69.633	1.643	353.166
seq01_02/frame-000320	0.117	0.707	0.155	133.936	101.312	1.631	351.169
seq01_02/frame-000321	0.119	0.706	0.159	135.629	58.19	1.607	349.553
seq01_02/frame-000322	0.119	0.708	0.162	137.471	34.112	1.597	345.307
seq01_02/frame-000323	0.12	0.71	0.166	140.286	33.983	1.6	340.198
seq01_02/frame-000324	0.12	0.713	0.171	142.459	43.978	1.585	334.158
seq01_02/frame-000325	0.121	0.713	0.173	143.596	109.118	1.566	332.691
seq01_02/frame-000326	0.123	0.709	0.176	145.436	35.161	1.548	332.664
seq01_02/frame-000327	0.126	0.702	0.182	150.095	30.225	1.538	332.578
seq01_02/frame-000328	0.129	0.697	0.187	155.158	19.282	1.53	332.112
seq01_02/frame-000329	0.133	0.685	0.195	162.01	17.682	1.525	335.448
seq01_02/frame-000330	0.137	0.672	0.198	164.976	15.714	1.508	343.625
seq01_02/frame-000331	0.142	0.655	0.203	168.287	14.24	1.477	354.523
seq01_02/frame-000332	0.151	0.63	0.217	180.874	15.005	1.49	366.69
seq01_02/frame-000333	0.159	0.614	0.225	187.983	19.621	1.489	374.745
seq01_02/frame-000334	0.163	0.605	0.225	189.496	28.378	1.471	380.225
seq01_02/frame-000335	0.165	0.596	0.22	186.453	20.538	1.43	390.854
seq01_02/frame-000336	0.165	0.592	0.211	179.516	24.134	1.382	400.909
seq01_02/frame-000337	0.163	0.597	0.203	172.241	25.67	1.344	405.621
seq01_02/frame-000338	0.16	0.611	0.194	164.67	19.933	1.313	405.919
seq01_02/frame-000339	0.156	0.625	0.185	156.723	16.008	1.289	405.84
seq01_02/frame-000340	0.149	0.651	0.173	143.624	15.466	1.245	401.779
seq01_02/frame-000341	0.143	0.671	0.167	138.122	17.089	1.231	393.438
seq01_02/frame-000342	0.14	0.685	0.163	134.9	20.312	1.229	386.934
seq01_02/frame-000343	0.136	0.701	0.149	122.678	18.215	1.187	387.019
seq01_02/frame-000344	0.135	0.708	0.142	115.283	34.563	1.154	390.539
seq01_02/frame-000345	0.135	0.709	0.136	109.415	29.613	1.124	397.2
seq01_02/frame-000346	0.137	0.71	0.127	98.89	24.644	1.086	408.356
