frame	NSSD	NCCOEFF	SemanticChange	GeometricChange	VoL	Context	PoseNovelity
seq05_02/frame-000590 0.665 0.814 0.08 50.206 13.514 0.95 460.96
seq05_02/frame-000600 0.78 0.824 0.109 70.266 17.354 1.143 381.351
seq05_02/frame-000610 0.641 0.684 0.144 91.451 13.004 1.798 196.644
seq05_02/frame-000620 0.734 0.661 0.138 92.752 12.95 1.864 171.558
seq05_02/frame-000630 1.0 0.727 0.101 107.424 10.733 2.087 182.601
seq05_02/frame-000640 1.0 0.524 0.087 95.886 7.812 2.093 209.449
seq05_02/frame-000650 0.458 0.793 0.064 41.728 9.364 1.148 311.414
seq05_02/frame-000660 0.511 0.763 0.087 34.601 10.718 0.532 234.787
seq05_02/frame-000670 0.523 0.758 0.104 35.851 15.4 0.435 231.55
seq05_02/frame-000680 0.628 0.633 0.122 37.383 10.839 0.373 248.588
seq05_02/frame-000690 1.0 0.227 0.116 41.123 11.59 0.377 334.552
seq05_02/frame-000700 0.719 0.566 0.073 36.361 8.938 0.407 297.372
seq05_02/frame-000710 0.37 0.855 0.044 25.994 8.779 0.368 217.452
seq05_02/frame-000720 0.34 0.818 0.044 26.191 10.588 0.318 177.412
seq05_02/frame-000730 0.425 0.625 0.067 34.094 10.015 0.367 216.309
seq05_02/frame-000740 0.511 0.788 0.061 37.968 8.987 0.506 190.577
seq05_02/frame-000750 0.654 0.784 0.07 54.556 8.737 0.69 247.918
seq05_02/frame-000760 1.0 0.445 0.088 150.811 6.145 0.889 140.556
seq05_02/frame-000770 1.0 -0.029 0.205 193.68 4.638 0.429 186.364
seq05_02/frame-000780 1.0 0.182 0.226 227.103 3.029 0.246 118.147
seq05_02/frame-000790 1.0 0.153 0.195 177.815 3.994 0.175 91.4548
seq05_02/frame-000800 1.0 0.255 0.197 99.795 6.78 0.329 214.522
seq05_02/frame-000810 1.0 0.398 0.131 102.777 9.779 0.55 233.434
seq05_02/frame-000820 1.0 0.318 0.088 112.818 9.316 0.698 149.651
seq05_02/frame-000830 0.468 0.425 0.057 62.384 9.722 0.622 174.485
seq05_02/frame-000840 0.395 0.508 0.04 41.389 10.008 0.409 193.683
seq05_02/frame-000850 0.283 0.664 0.054 35.743 10.214 0.314 129.723
seq05_02/frame-000860 0.472 0.572 0.033 30.069 12.596 0.422 160.467
seq05_02/frame-000870 0.518 0.614 0.05 32.448 10.533 0.67 212.516
seq05_02/frame-000880 0.579 0.657 0.095 38.612 10.972 0.59 215.33
seq05_02/frame-000890 0.269 0.741 0.133 41.269 24.57 0.54 260.698
seq05_02/frame-000900 0.266 0.688 0.136 37.163 48.226 0.529 283.788
seq05_02/frame-000910 0.367 0.524 0.142 35.006 31.858 0.566 319.359
seq05_02/frame-000920 0.531 0.468 0.136 40.172 34.545 0.634 432.55
seq05_02/frame-000930 1.0 0.287 0.105 45.427 20.17 0.966 601.037
seq05_02/frame-000940 1.0 0.151 0.229 78.704 13.772 1.327 476.888
seq05_02/frame-000950 0.476 0.252 0.131 65.584 28.158 1.71 529.709
seq05_02/frame-000960 0.399 0.597 0.043 53.52 87.7 2.066 606.495
seq05_02/frame-000970 0.411 0.658 0.035 39.031 193.832 2.359 554.77
seq05_02/frame-000980 0.4 0.57 0.066 48.533 202.363 2.549 518.034
seq05_02/frame-000990 0.406 0.401 0.138 81.059 195.147 2.537 480.51
seq05_02/frame-001000 0.382 0.354 0.17 116.178 293.334 2.525 420.058
seq05_02/frame-001010 0.378 0.363 0.203 170.071 307.673 2.704 351.323
seq05_02/frame-001020 0.44 0.22 0.225 168.853 232.019 2.724 336.264
seq05_02/frame-001030 0.424 0.16 0.241 163.187 211.513 2.93 357.035
seq05_02/frame-001040 0.417 0.489 0.191 125.333 196.863 3.226 474.645
seq05_02/frame-001050 0.399 0.608 0.049 53.713 175.707 2.963 639.191
seq05_02/frame-001060 0.503 0.441 0.059 54.13 74.433 3.017 804.143
seq05_02/frame-001070 0.507 0.484 0.077 60.288 149.528 3.213 849.304
seq05_02/frame-001080 0.591 0.281 0.037 55.455 71.843 2.942 802.968
seq05_02/frame-001090 0.582 0.153 0.041 52.896 46.46 2.669 741.92
seq05_02/frame-001100 0.555 0.163 0.048 55.022 53.481 2.778 732.594
seq05_02/frame-001110 0.483 0.344 0.04 51.654 128.839 2.85 729.478
seq05_02/frame-001120 0.484 0.372 0.041 51.28 161.246 2.779 748.106
